*************************Generated by extractQP.sh*************************
*      Wed Jan  8 12:38:23 MST 2025. Case: 
* Note: Outputs can be visualized with plotQP.py
***************************************************************************
Time(s) p0(Pa) p1(Pa) Q(m3/s)
10.09 -6.227882e+01 -6.288095e+00 -7.964810e-03
10.1 -2.986501e+01 -6.593502e+00 -8.339517e-03
10.11 -7.394087e+01 -6.348263e+00 -8.426529e-03
10.12 -5.858078e+01 -6.437593e+00 -8.620036e-03
10.13 -4.785296e+01 -6.474697e+00 -8.765772e-03
10.14 -6.260190e+01 -6.362713e+00 -8.729832e-03
10.15 -7.810326e+01 -6.308516e+00 -8.744927e-03
10.16 -3.902361e+01 -6.559750e+00 -9.023646e-03
10.17 -6.792972e+01 -6.400148e+00 -9.176316e-03
10.18 -5.541136e+01 -6.558863e+00 -9.561392e-03
10.19 -7.527261e+01 -6.286797e+00 -9.386799e-03
10.2 -3.859619e+01 -6.463035e+00 -9.346770e-03
10.21 -7.743507e+01 -6.307086e+00 -9.293266e-03
10.22 -4.726426e+01 -6.504338e+00 -9.582213e-03
10.23 -7.844577e+01 -6.298609e+00 -9.506580e-03
10.24 -7.732519e+01 -6.296484e+00 -9.503142e-03
10.25 -3.757486e+01 -6.612163e+00 -9.873990e-03
10.26 -5.835886e+01 -6.472383e+00 -9.927668e-03
10.27 -8.730537e+01 -6.316305e+00 -9.774926e-03
10.28 -4.678156e+01 -6.482727e+00 -1.000089e-02
10.29 -7.765002e+01 -6.318085e+00 -1.001603e-02
10.3 -9.747401e+01 -6.296274e+00 -9.957801e-03
10.31 -4.266107e+01 -6.529699e+00 -1.018594e-02
10.32 -4.394074e+01 -6.472137e+00 -1.040851e-02
10.33 -8.035958e+01 -6.379707e+00 -1.061801e-02
10.34 -4.641680e+01 -6.592726e+00 -1.099374e-02
10.35 -7.478306e+01 -6.265145e+00 -1.089827e-02
10.36 -4.805146e+01 -6.517949e+00 -1.107742e-02
10.37 -3.865021e+01 -6.635953e+00 -1.135829e-02
10.38 -7.088206e+01 -6.387646e+00 -1.137640e-02
10.39 -6.176232e+01 -6.453496e+00 -1.147000e-02
10.4 -8.464465e+01 -6.235536e+00 -1.133550e-02
10.41 -5.267430e+01 -6.487562e+00 -1.146167e-02
10.42 -5.053727e+01 -6.526797e+00 -1.170445e-02
10.43 -8.643473e+01 -6.290732e+00 -1.174244e-02
10.44 -5.238882e+01 -6.585557e+00 -1.195065e-02
10.45 -6.972351e+01 -6.413082e+00 -1.199603e-02
10.46 -7.416989e+01 -6.433777e+00 -1.208732e-02
10.47 -6.265397e+01 -6.422065e+00 -1.205989e-02
10.48 -7.658655e+01 -6.320130e+00 -1.191724e-02
10.49 -6.509000e+01 -6.428260e+00 -1.200476e-02
10.5 -8.852274e+01 -6.249695e+00 -1.188241e-02
10.51 -4.767883e+01 -6.567558e+00 -1.219766e-02
10.52 -6.082861e+01 -6.539805e+00 -1.252535e-02
10.53 -4.535002e+01 -6.671010e+00 -1.293636e-02
10.54 -8.999915e+01 -6.296971e+00 -1.282230e-02
10.55 -8.132445e+01 -6.350846e+00 -1.265418e-02
10.56 -5.438847e+01 -6.403292e+00 -1.256272e-02
10.57 -5.510183e+01 -6.398824e+00 -1.250787e-02
10.58 -7.313615e+01 -6.317955e+00 -1.245138e-02
10.59 -6.319740e+01 -6.450431e+00 -1.256907e-02
10.6 -5.625351e+01 -6.415587e+00 -1.259871e-02
10.61 -6.058701e+01 -6.378233e+00 -1.250872e-02
10.62 -8.370038e+01 -6.200782e+00 -1.237567e-02
10.63 -5.123065e+01 -6.505204e+00 -1.257580e-02
10.64 -8.774802e+01 -6.158480e+00 -1.233391e-02
10.65 -5.344201e+01 -6.420505e+00 -1.238940e-02
10.66 -8.366437e+01 -6.217354e+00 -1.234272e-02
10.67 -8.787698e+01 -6.182244e+00 -1.230828e-02
10.68 -8.275618e+01 -6.215153e+00 -1.229639e-02
10.69 -6.347633e+01 -6.399119e+00 -1.244014e-02
10.7 -5.318287e+01 -6.395043e+00 -1.253932e-02
10.71 -6.070916e+01 -6.482569e+00 -1.239907e-02
10.72 -9.548660e+01 -6.040739e+00 -1.183293e-02
10.73 -8.229647e+01 -6.171364e+00 -1.154531e-02
10.74 -6.082772e+01 -6.258730e+00 -1.145477e-02
10.75 -5.793984e+01 -6.125838e+00 -1.140485e-02
10.76 -5.383248e+00 -6.657891e+00 -1.187372e-02
10.77 -5.331154e+01 -6.374091e+00 -1.200736e-02
10.78 -7.875697e+01 -6.113909e+00 -1.178956e-02
10.79 -5.009008e+01 -6.334835e+00 -1.168275e-02
10.8 -4.553407e+01 -6.314069e+00 -1.173574e-02
10.81 -7.057349e+01 -6.268502e+00 -1.184230e-02
10.82 -5.481662e+01 -6.283483e+00 -1.189893e-02
10.83 -7.678949e+01 -6.091787e+00 -1.153864e-02
10.84 -5.151574e+01 -6.207666e+00 -1.142183e-02
10.85 -6.283975e+01 -6.173326e+00 -1.129153e-02
10.86 -8.631226e+01 -5.941825e+00 -1.095226e-02
10.87 -2.691213e+01 -6.375559e+00 -1.095155e-02
10.88 -4.229145e+01 -6.129143e+00 -1.040379e-02
10.89 -8.445531e+01 -5.953817e+00 -9.919633e-03
10.9 -4.630035e+01 -6.289260e+00 -9.982159e-03
10.91 -1.012143e+02 -5.755135e+00 -9.428749e-03
10.92 -4.166605e+01 -6.074226e+00 -9.224569e-03
10.93 -4.376545e+01 -6.017063e+00 -8.852308e-03
10.94 -3.722990e+01 -5.997984e+00 -8.432168e-03
10.95 -6.247116e+01 -5.897834e+00 -8.058298e-03
10.96 -2.963257e+01 -6.229375e+00 -8.208564e-03
10.97 -7.151436e+01 -5.945780e+00 -7.904264e-03
10.98 -5.248743e+01 -5.931220e+00 -7.668617e-03
10.99 -3.016799e+01 -6.130967e+00 -7.590964e-03
11 -4.219565e+01 -5.806674e+00 -7.349828e-03
11.01 -6.200786e+01 -5.830862e+00 -7.275158e-03
11.02 -2.498717e+01 -6.298891e+00 -7.419632e-03
11.03 -5.674475e+01 -5.839616e+00 -7.009191e-03
11.04 -3.102161e+01 -5.966114e+00 -6.923921e-03
11.05 -2.058877e+01 -6.059458e+00 -6.818551e-03
11.06 -5.493757e+01 -5.736107e+00 -6.351698e-03
11.07 -1.755311e+01 -5.957537e+00 -6.280148e-03
11.08 -4.543904e+01 -5.761444e+00 -5.960479e-03
11.09 -2.851733e+01 -5.806888e+00 -5.710696e-03
11.1 -4.188896e+01 -5.771401e+00 -5.358569e-03
11.11 -3.836957e+01 -5.736350e+00 -5.111881e-03
11.12 -5.110265e+01 -5.732115e+00 -4.752104e-03
11.13 -3.460703e+01 -5.659641e+00 -4.284042e-03
11.14 -1.249506e+01 -5.765210e+00 -3.865945e-03
11.15 -4.190837e+01 -5.663266e+00 -3.349461e-03
11.16 -1.267684e+01 -5.823133e+00 -3.213217e-03
11.17 -3.786193e+01 -5.644813e+00 -2.830577e-03
11.18 -2.853090e+00 -5.843975e+00 -2.651143e-03
11.19 -2.557368e+01 -5.714350e+00 -2.316937e-03
11.2 -9.921497e+00 -5.758431e+00 -2.122925e-03
11.21 -2.878158e+01 -5.635604e+00 -1.775188e-03
11.22 -1.842997e+01 -5.648825e+00 -1.494395e-03
11.23 -1.012610e+01 -5.718647e+00 -1.233164e-03
11.24 -2.771107e+01 -5.532040e+00 -7.694479e-04
11.25 3.154621e+00 -5.846710e+00 -6.000199e-04
11.26 -2.302980e+01 -5.594615e+00 -1.495077e-04
11.27 1.012602e+01 -5.743647e+00 -9.699587e-06
11.28 2.401348e+00 -5.659017e+00 3.776210e-04
11.29 -1.243428e+01 -5.539954e+00 9.484567e-04
11.3 1.960368e+01 -5.776266e+00 9.943711e-04
11.31 -1.831155e+01 -5.588238e+00 1.270576e-03
11.32 2.214371e+01 -5.725784e+00 1.382189e-03
11.33 -1.547248e+01 -5.504483e+00 1.901911e-03
11.34 9.129410e+00 -5.605092e+00 2.280595e-03
11.35 -7.183729e+00 -5.568605e+00 2.743780e-03
11.36 -3.502557e+01 -5.437514e+00 3.346027e-03
11.37 1.950706e+01 -5.693608e+00 3.527750e-03
11.38 1.765806e+00 -5.547441e+00 3.850648e-03
11.39 3.447278e+01 -5.762522e+00 3.845114e-03
11.4 6.331242e+00 -5.571766e+00 4.052838e-03
11.41 3.076816e+01 -5.679630e+00 4.184086e-03
11.42 5.424896e+00 -5.481099e+00 4.622367e-03
11.43 2.036846e+01 -5.597782e+00 4.900402e-03
11.44 9.311861e+00 -5.447071e+00 5.298481e-03
11.45 3.319384e+01 -5.594979e+00 5.583506e-03
11.46 1.186420e+01 -5.487572e+00 5.919182e-03
11.47 4.396907e+01 -5.711789e+00 5.892272e-03
11.48 9.935599e+00 -5.460284e+00 6.220311e-03
11.49 4.451785e+00 -5.415097e+00 6.591575e-03
11.5 4.338513e+01 -5.641260e+00 6.722007e-03
11.51 2.523437e+01 -5.497770e+00 7.051830e-03
11.52 4.116957e+01 -5.630334e+00 7.163367e-03
11.53 5.946596e+01 -5.741882e+00 7.162691e-03
11.54 1.722572e+01 -5.455570e+00 7.457610e-03
11.55 4.039446e+01 -5.611066e+00 7.573643e-03
11.56 2.014180e+01 -5.416152e+00 7.954474e-03
11.57 4.593428e+01 -5.571061e+00 8.155620e-03
11.58 2.176607e+01 -5.394226e+00 8.552434e-03
11.59 3.145086e+01 -5.475826e+00 8.744528e-03
11.6 4.798476e+01 -5.609745e+00 8.822039e-03
11.61 2.522147e+01 -5.429887e+00 9.085265e-03
11.62 5.243662e+01 -5.616864e+00 9.168877e-03
11.63 3.365347e+01 -5.461594e+00 9.443429e-03
11.64 4.723916e+01 -5.603690e+00 9.558379e-03
11.65 3.267619e+01 -5.457812e+00 9.754386e-03
11.66 4.951886e+01 -5.584223e+00 9.857491e-03
11.67 2.969949e+01 -5.386895e+00 1.018837e-02
11.68 6.389263e+01 -5.664439e+00 1.023695e-02
11.69 4.333911e+01 -5.535695e+00 1.035955e-02
11.7 5.516603e+01 -5.565046e+00 1.043632e-02
11.71 4.403648e+01 -5.464975e+00 1.066786e-02
11.72 5.680054e+01 -5.557682e+00 1.081018e-02
11.73 3.748359e+01 -5.424631e+00 1.101948e-02
11.74 6.506694e+01 -5.683840e+00 1.096136e-02
11.75 3.546183e+01 -5.412311e+00 1.117230e-02
11.76 3.902607e+01 -5.447798e+00 1.130089e-02
11.77 3.615216e+01 -5.443258e+00 1.137734e-02
11.78 5.208817e+01 -5.505130e+00 1.152384e-02
11.79 7.148137e+01 -5.647466e+00 1.162473e-02
11.8 4.187142e+01 -5.432868e+00 1.173413e-02
11.81 7.223546e+01 -5.773652e+00 1.145483e-02
11.82 3.526610e+01 -5.422356e+00 1.160617e-02
11.83 6.874388e+01 -5.694698e+00 1.157190e-02
11.84 5.403092e+01 -5.520767e+00 1.170188e-02
11.85 7.351527e+01 -5.733123e+00 1.159051e-02
11.86 5.233081e+01 -5.642646e+00 1.139578e-02
11.87 6.298292e+01 -5.878972e+00 1.106020e-02
11.88 4.528038e+01 -5.633548e+00 1.110160e-02
11.89 6.350177e+01 -5.724647e+00 1.114599e-02
11.9 5.249037e+01 -5.353115e+00 1.117814e-02
11.91 6.991493e+01 -5.653215e+00 1.081169e-02
11.92 4.693209e+01 -4.995516e+00 1.092472e-02
11.93 6.840293e+01 -5.469426e+00 1.076679e-02
11.94 6.239854e+01 -5.444464e+00 1.062170e-02
11.95 3.404018e+01 -5.598236e+00 1.069633e-02
11.96 6.788747e+01 -5.514397e+00 1.086680e-02
11.97 6.225120e+01 -5.531600e+00 1.116728e-02
11.98 6.538390e+01 -5.934652e+00 1.107203e-02
11.99 5.851987e+01 -5.603097e+00 1.104209e-02
12 3.726889e+01 -5.483985e+00 1.110131e-02
12.01 3.705283e+01 -5.797584e+00 1.112399e-02
12.02 6.189599e+01 -5.741461e+00 1.133383e-02
12.03 4.825883e+01 -5.588448e+00 1.155063e-02
12.04 6.148899e+01 -5.746600e+00 1.138125e-02
12.05 4.923583e+01 -5.805994e+00 1.136408e-02
12.06 5.817777e+01 -5.856586e+00 1.138118e-02
12.07 4.224644e+01 -5.774303e+00 1.151747e-02
12.08 6.616911e+01 -5.936757e+00 1.148159e-02
12.09 4.566391e+01 -5.762609e+00 1.153591e-02
12.1 5.829285e+01 -5.898662e+00 1.140610e-02
12.11 3.043714e+01 -5.658024e+00 1.148756e-02
12.12 7.248368e+01 -6.019967e+00 1.120807e-02
12.13 3.774986e+01 -5.733902e+00 1.117880e-02
12.14 5.781568e+01 -6.058688e+00 1.109779e-02
12.15 4.255019e+01 -5.781137e+00 1.135640e-02
12.16 6.435028e+01 -6.061748e+00 1.119182e-02
12.17 6.890651e+01 -6.129839e+00 1.091755e-02
12.18 5.730482e+01 -5.977408e+00 1.090388e-02
12.19 3.201091e+01 -5.748046e+00 1.096796e-02
12.2 1.691925e+01 -5.820580e+00 1.095594e-02
12.21 6.381240e+01 -5.770556e+00 1.075194e-02
12.22 5.731669e+01 -5.139963e+00 1.044548e-02
12.23 3.325015e+01 -6.120391e+00 9.481519e-03
12.24 5.420183e+01 -5.634038e+00 9.077950e-03
12.25 3.971483e+01 -5.957215e+00 8.887056e-03
12.26 5.698052e+01 -6.030270e+00 8.372188e-03
12.27 3.725357e+01 -5.992079e+00 8.105944e-03
12.28 3.715450e+01 -5.946461e+00 8.023176e-03
12.29 2.211519e+01 -5.715667e+00 8.051507e-03
12.3 7.010492e+01 -6.698986e+00 7.421463e-03
12.31 2.291018e+01 -5.807206e+00 7.068497e-03
12.32 -9.110712e-01 -6.275436e+00 6.545452e-03
12.33 2.956354e+01 -5.872138e+00 6.414599e-03
12.34 1.510479e+01 -6.078357e+00 6.354523e-03
12.35 3.928601e+01 -5.990039e+00 6.118689e-03
12.36 3.911297e+01 -6.490103e+00 5.840217e-03
12.37 2.293271e+01 -6.642890e+00 5.866969e-03
12.38 5.368406e+00 -6.041997e+00 6.571039e-03
12.39 3.352866e+01 -6.258704e+00 6.771643e-03
12.4 5.338666e+00 -6.191109e+00 6.784409e-03
12.41 1.095412e+01 -6.267329e+00 6.706635e-03
12.42 3.779119e+01 -6.434476e+00 6.487266e-03
12.43 1.274751e+01 -5.536513e+00 6.343535e-03
12.44 2.463872e+01 -6.334413e+00 5.444913e-03
12.45 2.023393e+01 -6.196929e+00 4.947666e-03
12.46 2.425970e+01 -6.301371e+00 4.665305e-03
12.47 1.929145e+01 -6.225879e+00 4.405499e-03
12.48 2.561612e+01 -6.450607e+00 4.068387e-03
12.49 1.075975e+01 -6.827018e+00 3.833094e-03
12.5 9.959011e+00 -6.482745e+00 4.011892e-03
12.51 2.462364e+01 -6.570539e+00 3.893191e-03
12.52 3.073465e+01 -6.628584e+00 3.589979e-03
12.53 4.792421e+01 -6.830159e+00 3.046222e-03
12.54 -7.323299e+00 -6.383185e+00 2.904939e-03
12.55 -1.436645e+00 -6.550592e+00 2.568206e-03
12.56 -4.040132e+00 -6.475853e+00 2.268465e-03
12.57 -8.550792e+00 -6.524471e+00 2.074985e-03
12.58 -2.054518e+00 -6.535472e+00 1.782000e-03
12.59 -7.938152e+00 -6.595655e+00 1.431582e-03
12.6 -1.592622e+01 -6.506550e+00 1.263622e-03
12.61 8.843260e+00 -6.718404e+00 8.264227e-04
12.62 8.938258e+00 -6.747050e+00 3.376071e-04
12.63 -1.536733e+01 -6.643529e+00 -8.340203e-05
12.64 2.238681e+01 -6.833133e+00 -6.992930e-04
12.65 -3.010334e+00 -6.743873e+00 -1.039116e-03
12.66 6.055833e+00 -6.754378e+00 -1.504311e-03
12.67 1.030310e+01 -7.022629e+00 -2.290922e-03
12.68 -1.446212e+01 -6.561358e+00 -2.832397e-03
12.69 -4.704490e+00 -6.973216e+00 -3.598891e-03
12.7 -3.954145e+01 -6.670835e+00 -3.900353e-03
12.71 -1.241869e+01 -6.922976e+00 -4.376920e-03
12.72 -3.927444e+01 -6.635573e+00 -4.511723e-03
12.73 -1.331549e+01 -6.942267e+00 -4.912718e-03
12.74 -3.625396e+01 -6.660974e+00 -5.357220e-03
12.75 -2.600282e+01 -7.147797e+00 -6.248740e-03
12.76 -2.732158e+01 -6.876610e+00 -6.547646e-03
12.77 -2.756881e+01 -6.873234e+00 -6.617199e-03
12.78 -4.873368e+01 -6.745580e+00 -6.747970e-03
12.79 -7.721573e+01 -6.628175e+00 -6.806555e-03
12.8 -4.346262e+01 -6.718769e+00 -6.889632e-03
12.81 -3.510188e+01 -6.890975e+00 -7.251883e-03
12.82 -3.840199e+01 -7.030078e+00 -8.022948e-03
12.83 -4.826663e+01 -6.939491e+00 -8.389159e-03
12.84 -3.354278e+01 -6.902191e+00 -8.548437e-03
12.85 -4.584419e+01 -7.004856e+00 -8.940049e-03
12.86 -2.403954e+01 -7.178964e+00 -9.536332e-03
12.87 -6.894568e+01 -6.916434e+00 -9.709292e-03
12.88 -5.675189e+01 -6.945175e+00 -9.939001e-03
12.89 -8.547769e+01 -6.802150e+00 -1.007814e-02
12.9 -5.315109e+01 -7.051919e+00 -1.051186e-02
12.91 -5.635823e+01 -7.099740e+00 -1.092423e-02
12.92 -3.142954e+01 -7.252618e+00 -1.158656e-02
12.93 -6.685757e+01 -7.264457e+00 -1.225927e-02
12.94 -8.996135e+01 -6.980841e+00 -1.260182e-02
12.95 -8.003995e+01 -7.119319e+00 -1.287836e-02
12.96 -6.771134e+01 -7.110256e+00 -1.307891e-02
12.97 -6.961654e+01 -7.225714e+00 -1.339800e-02
12.98 -7.394250e+01 -7.148619e+00 -1.360455e-02
12.99 -7.225310e+01 -7.252553e+00 -1.390861e-02
13 -7.538546e+01 -7.269756e+00 -1.442547e-02
13.01 -8.646645e+01 -7.233722e+00 -1.488674e-02
13.02 -7.177923e+01 -7.286359e+00 -1.533838e-02
13.03 -8.997770e+01 -7.173789e+00 -1.563120e-02
13.04 -8.905642e+01 -7.138951e+00 -1.587584e-02
13.05 -1.001300e+02 -7.147008e+00 -1.615434e-02
13.06 -8.044749e+01 -7.311880e+00 -1.649766e-02
13.07 -1.492782e+02 -6.718681e+00 -1.646245e-02
13.08 -9.102466e+01 -7.203935e+00 -1.682089e-02
13.09 -1.045192e+02 -7.290796e+00 -1.727654e-02
13.1 -9.239525e+01 -7.362515e+00 -1.781349e-02
13.11 -7.992927e+01 -7.519121e+00 -1.823121e-02
13.12 -1.172615e+02 -7.164634e+00 -1.842559e-02
13.13 -1.162882e+02 -7.255879e+00 -1.882825e-02
13.14 -1.091441e+02 -7.313207e+00 -1.925093e-02
13.15 -1.350069e+02 -7.189217e+00 -1.959688e-02
13.16 -9.828536e+01 -7.485480e+00 -2.006832e-02
13.17 -1.007529e+02 -7.487689e+00 -2.047413e-02
13.18 -1.154108e+02 -7.361271e+00 -2.092024e-02
13.19 -1.493630e+02 -7.102648e+00 -2.114524e-02
13.2 -1.095018e+02 -7.534075e+00 -2.159462e-02
13.21 -1.315170e+02 -7.326410e+00 -2.197041e-02
13.22 -1.348847e+02 -7.274633e+00 -2.236867e-02
13.23 -1.301393e+02 -7.354696e+00 -2.261745e-02
13.24 -1.368608e+02 -7.199462e+00 -2.272118e-02
13.25 -1.322462e+02 -7.346977e+00 -2.295942e-02
13.26 -1.185727e+02 -7.383642e+00 -2.321901e-02
13.27 -1.188985e+02 -7.420566e+00 -2.343751e-02
13.28 -1.147683e+02 -7.366884e+00 -2.369385e-02
13.29 -1.414547e+02 -7.248952e+00 -2.389321e-02
13.3 -1.431213e+02 -7.107329e+00 -2.392644e-02
13.31 -1.330617e+02 -7.395910e+00 -2.430039e-02
13.32 -1.311966e+02 -7.395479e+00 -2.475761e-02
13.33 -1.619646e+02 -7.119588e+00 -2.482560e-02
13.34 -1.136400e+02 -7.591841e+00 -2.516436e-02
13.35 -1.583349e+02 -7.233366e+00 -2.531609e-02
13.36 -1.424484e+02 -7.339332e+00 -2.563746e-02
13.37 -1.526474e+02 -7.273432e+00 -2.582081e-02
13.38 -1.382387e+02 -7.360348e+00 -2.602575e-02
13.39 -1.648852e+02 -7.178351e+00 -2.624155e-02
13.4 -1.594654e+02 -7.083617e+00 -2.641255e-02
13.41 -1.262486e+02 -7.633185e+00 -2.681553e-02
13.42 -1.777289e+02 -7.004251e+00 -2.660675e-02
13.43 -1.450600e+02 -7.250302e+00 -2.652513e-02
13.44 -1.630370e+02 -7.104713e+00 -2.653857e-02
13.45 -1.249076e+02 -7.541758e+00 -2.669335e-02
13.46 -1.621991e+02 -7.044177e+00 -2.643782e-02
13.47 -1.300546e+02 -7.347234e+00 -2.640233e-02
13.48 -1.294133e+02 -7.241535e+00 -2.626263e-02
13.49 -1.536310e+02 -7.097859e+00 -2.617282e-02
13.5 -1.455031e+02 -7.280282e+00 -2.628116e-02
13.51 -1.433815e+02 -7.320771e+00 -2.635061e-02
13.52 -1.707521e+02 -6.832965e+00 -2.609595e-02
13.53 -1.668362e+02 -6.963373e+00 -2.591800e-02
13.54 -1.438420e+02 -7.014251e+00 -2.587708e-02
13.55 -1.054514e+02 -7.662694e+00 -2.626431e-02
13.56 -1.782396e+02 -6.648203e+00 -2.592300e-02
13.57 -1.438262e+02 -7.007735e+00 -2.571060e-02
13.58 -1.256035e+02 -7.069160e+00 -2.543671e-02
13.59 -1.418321e+02 -6.907845e+00 -2.510163e-02
13.6 -1.401478e+02 -7.120311e+00 -2.510922e-02
13.61 -1.302932e+02 -7.147315e+00 -2.503605e-02
13.62 -1.459736e+02 -6.765701e+00 -2.470051e-02
13.63 -1.226615e+02 -7.046044e+00 -2.461755e-02
13.64 -1.222922e+02 -6.997729e+00 -2.452226e-02
13.65 -1.192631e+02 -6.775101e+00 -2.384475e-02
13.66 -1.402868e+02 -6.656524e+00 -2.312488e-02
13.67 -1.088284e+02 -7.031779e+00 -2.289868e-02
13.68 -1.444114e+02 -6.531834e+00 -2.246712e-02
13.69 -1.086303e+02 -6.700652e+00 -2.217023e-02
13.7 -1.698953e+02 -6.002882e+00 -2.145000e-02
13.71 -1.129553e+02 -6.596498e+00 -2.126393e-02
13.72 -1.335224e+02 -6.394374e+00 -2.095958e-02
13.73 -9.006702e+01 -6.838763e+00 -2.074027e-02
13.74 -1.323420e+02 -6.102223e+00 -1.978076e-02
13.75 -4.885042e+01 -6.690197e+00 -1.967798e-02
13.76 -1.232786e+02 -6.236972e+00 -1.917890e-02
13.77 -7.562065e+01 -6.112583e+00 -1.905285e-02
13.78 -9.771250e+01 -6.222527e+00 -1.906212e-02
13.79 -9.464157e+01 -6.208138e+00 -1.880240e-02
13.8 -1.067320e+02 -5.985893e+00 -1.835223e-02
13.81 -8.786817e+01 -6.205888e+00 -1.806303e-02
13.82 -1.059824e+02 -6.150838e+00 -1.735412e-02
13.83 -1.204490e+02 -5.786343e+00 -1.624058e-02
13.84 -9.870968e+01 -5.871570e+00 -1.545654e-02
13.85 -1.045816e+02 -5.733823e+00 -1.477957e-02
13.86 -9.818213e+01 -5.805349e+00 -1.428572e-02
13.87 -6.029934e+01 -6.069732e+00 -1.395043e-02
13.88 -5.017934e+01 -6.052890e+00 -1.342067e-02
13.89 -6.963083e+01 -5.811701e+00 -1.272720e-02
13.9 -6.581017e+01 -5.877553e+00 -1.226054e-02
13.91 -7.465130e+01 -5.695445e+00 -1.168642e-02
13.92 -4.595207e+01 -5.829133e+00 -1.112059e-02
13.93 -7.267608e+01 -5.538910e+00 -1.027620e-02
13.94 -4.650766e+01 -5.734009e+00 -9.704030e-03
13.95 -4.677423e+01 -5.693705e+00 -9.012304e-03
13.96 -6.550786e+01 -5.477899e+00 -8.157422e-03
13.97 -3.640509e+01 -5.656394e+00 -7.537241e-03
13.98 -4.681875e+01 -5.491571e+00 -6.624787e-03
13.99 -6.930161e+01 -5.371282e+00 -5.538498e-03
14 -3.912647e+01 -5.414308e+00 -4.600383e-03
14.01 -1.101350e+01 -5.507319e+00 -3.762498e-03
14.02 -3.170420e+01 -5.417591e+00 -2.883293e-03
14.03 -1.396912e+01 -5.482674e+00 -2.029617e-03
14.04 -1.831020e+01 -5.289658e+00 -8.961318e-04
14.05 -5.504657e+01 -5.128623e+00 3.315544e-04
14.06 2.555532e+01 -5.545561e+00 6.927281e-04
14.07 -1.326588e+01 -5.342898e+00 1.387839e-03
14.08 -1.576676e+01 -5.262709e+00 2.172733e-03
14.09 -9.454724e-01 -5.300272e+00 3.030958e-03
14.1 2.731324e+01 -5.276156e+00 3.977108e-03
14.11 3.580014e+00 -5.091880e+00 5.014140e-03
14.12 6.914614e+01 -5.546934e+00 5.236711e-03
14.13 2.175112e+01 -5.315086e+00 5.716045e-03
14.14 3.413312e+00 -5.091592e+00 6.575511e-03
14.15 5.769437e+01 -5.257198e+00 7.331377e-03
14.16 1.872506e+01 -5.039565e+00 8.198829e-03
14.17 4.136419e+01 -5.197756e+00 8.732770e-03
14.18 2.658381e+01 -5.034793e+00 9.522625e-03
14.19 3.648408e+01 -4.976796e+00 1.036415e-02
14.2 6.935053e+01 -5.304546e+00 1.085954e-02
14.21 4.054195e+01 -4.955446e+00 1.160361e-02
14.22 7.233286e+01 -5.179822e+00 1.211432e-02
14.23 4.967655e+01 -4.976896e+00 1.299333e-02
14.24 8.273254e+01 -5.082294e+00 1.386800e-02
14.25 5.733089e+01 -4.802569e+00 1.476701e-02
14.26 6.641450e+01 -4.923138e+00 1.530396e-02
14.27 9.499152e+01 -5.133606e+00 1.570572e-02
14.28 6.441710e+01 -4.795642e+00 1.633926e-02
14.29 1.031856e+02 -5.100529e+00 1.671903e-02
14.3 6.575846e+01 -4.654741e+00 1.748340e-02
14.31 1.068413e+02 -5.081050e+00 1.793751e-02
14.32 1.056042e+02 -4.928940e+00 1.850680e-02
14.33 8.972979e+01 -4.759633e+00 1.904290e-02
14.34 1.131919e+02 -5.266314e+00 1.931129e-02
14.35 1.042899e+02 -4.893914e+00 1.998569e-02
14.36 9.182420e+01 -4.699034e+00 2.062159e-02
14.37 1.190417e+02 -5.031599e+00 2.098325e-02
14.38 7.432896e+01 -4.666940e+00 2.173727e-02
14.39 1.201254e+02 -4.728924e+00 2.247944e-02
14.4 1.142881e+02 -4.720477e+00 2.310377e-02
14.41 1.003846e+02 -4.409054e+00 2.391321e-02
14.42 1.527580e+02 -5.107353e+00 2.423330e-02
14.43 1.152840e+02 -4.750811e+00 2.462173e-02
14.44 1.265682e+02 -4.684384e+00 2.513638e-02
14.45 1.101849e+02 -4.404102e+00 2.589343e-02
14.46 1.444470e+02 -4.946338e+00 2.608089e-02
14.47 1.151500e+02 -4.601946e+00 2.632595e-02
14.48 1.203352e+02 -4.577791e+00 2.678759e-02
14.49 1.428375e+02 -4.685307e+00 2.716689e-02
14.5 1.203403e+02 -4.390254e+00 2.759352e-02
14.51 1.380610e+02 -4.656202e+00 2.782328e-02
14.52 1.262367e+02 -4.359095e+00 2.828964e-02
14.53 1.614103e+02 -4.877871e+00 2.838280e-02
14.54 1.317198e+02 -4.417741e+00 2.868578e-02
14.55 1.548537e+02 -4.685559e+00 2.887458e-02
14.56 1.286728e+02 -4.321974e+00 2.919854e-02
14.57 1.594405e+02 -4.712138e+00 2.936476e-02
14.58 1.564444e+02 -4.545582e+00 2.967296e-02
14.59 1.290081e+02 -4.189615e+00 2.997830e-02
14.6 1.582323e+02 -4.696756e+00 2.990838e-02
14.61 1.394645e+02 -4.349533e+00 3.005116e-02
14.62 1.567529e+02 -4.569682e+00 3.004041e-02
14.63 1.376486e+02 -4.314350e+00 3.007586e-02
14.64 1.643592e+02 -4.725484e+00 2.997025e-02
14.65 1.621370e+02 -4.593410e+00 2.993714e-02
14.66 1.380690e+02 -4.248488e+00 3.000533e-02
14.67 1.611028e+02 -4.794694e+00 2.981345e-02
14.68 1.608530e+02 -4.666585e+00 2.995039e-02
14.69 1.783887e+02 -4.936142e+00 2.989808e-02
