*************************Generated by extractQP.sh*************************
*      Wed Jan  8 12:38:23 MST 2025. Case: 
* Note: Outputs can be visualized with plotQP.py
***************************************************************************
Time(s) p0(Pa) p1(Pa) Q(m3/s)
19.82 9.624875e+01 1.367177e+01 1.595642e-01
19.83 9.930222e+01 1.479630e+01 1.635032e-01
19.84 1.019793e+02 1.547179e+01 1.670719e-01
19.85 1.048815e+02 1.659450e+01 1.707558e-01
19.86 1.074104e+02 1.725834e+01 1.741122e-01
19.87 1.102391e+02 1.835184e+01 1.774048e-01
19.88 1.125074e+02 1.911056e+01 1.803979e-01
19.89 1.147204e+02 1.985369e+01 1.832268e-01
19.9 1.169141e+02 2.068272e+01 1.859195e-01
19.91 1.189004e+02 2.134048e+01 1.883989e-01
19.92 1.208310e+02 2.208651e+01 1.906946e-01
19.93 1.223916e+02 2.259778e+01 1.927490e-01
19.94 1.240029e+02 2.317981e+01 1.947110e-01
19.95 1.253613e+02 2.364666e+01 1.964562e-01
19.96 1.264238e+02 2.393361e+01 1.979971e-01
19.97 1.277944e+02 2.452060e+01 1.994624e-01
19.98 1.287884e+02 2.483182e+01 2.007796e-01
19.99 1.296998e+02 2.515086e+01 2.019260e-01
20 1.304407e+02 2.543270e+01 2.029208e-01
20.01 1.313387e+02 2.576972e+01 2.038303e-01
20.02 1.318372e+02 2.597064e+01 2.044914e-01
20.03 1.321965e+02 2.607897e+01 2.049726e-01
20.04 1.324492e+02 2.616458e+01 2.052880e-01
20.05 1.325195e+02 2.617771e+01 2.054576e-01
20.06 1.326244e+02 2.618385e+01 2.055740e-01
20.07 1.326626e+02 2.624535e+01 2.055535e-01
20.08 1.323172e+02 2.606558e+01 2.052574e-01
20.09 1.320269e+02 2.598018e+01 2.048572e-01
20.1 1.316821e+02 2.585357e+01 2.044430e-01
20.11 1.310448e+02 2.558456e+01 2.037467e-01
20.12 1.304602e+02 2.539989e+01 2.029778e-01
20.13 1.298506e+02 2.522408e+01 2.021195e-01
20.14 1.288060e+02 2.478478e+01 2.010147e-01
20.15 1.279796e+02 2.449008e+01 1.999344e-01
20.16 1.268839e+02 2.403994e+01 1.986435e-01
20.17 1.254521e+02 2.345965e+01 1.971617e-01
20.18 1.244508e+02 2.312827e+01 1.957786e-01
20.19 1.233080e+02 2.276960e+01 1.942946e-01
20.2 1.224444e+02 2.271273e+01 1.927171e-01
20.21 1.201617e+02 2.169604e+01 1.903333e-01
20.22 1.182388e+02 2.099943e+01 1.880640e-01
20.23 1.163097e+02 2.011120e+01 1.860621e-01
20.24 1.155884e+02 1.998448e+01 1.846729e-01
20.25 1.139237e+02 1.937056e+01 1.828245e-01
20.26 1.120886e+02 1.868426e+01 1.806314e-01
20.27 1.104929e+02 1.816245e+01 1.785342e-01
20.28 1.088825e+02 1.765603e+01 1.763918e-01
20.29 1.071121e+02 1.709023e+01 1.740652e-01
20.3 1.049846e+02 1.634804e+01 1.714868e-01
20.31 1.030475e+02 1.569704e+01 1.689506e-01
20.32 1.011451e+02 1.502976e+01 1.665468e-01
20.33 9.911352e+01 1.440203e+01 1.638666e-01
20.34 9.718273e+01 1.394491e+01 1.611261e-01
20.35 9.476453e+01 1.312787e+01 1.580844e-01
20.36 9.262055e+01 1.250621e+01 1.550884e-01
20.37 9.042681e+01 1.184407e+01 1.521312e-01
20.38 8.815891e+01 1.113739e+01 1.491145e-01
20.39 8.571056e+01 1.034522e+01 1.459879e-01
20.4 8.356574e+01 9.743142e+00 1.429761e-01
20.41 8.123515e+01 9.037464e+00 1.398683e-01
20.42 7.892563e+01 8.361701e+00 1.367365e-01
20.43 7.681329e+01 7.776598e+00 1.337555e-01
20.44 7.458599e+01 7.140415e+00 1.307088e-01
20.45 7.221376e+01 6.467907e+00 1.274919e-01
20.46 7.002690e+01 5.957369e+00 1.242560e-01
20.47 6.800166e+01 5.589664e+00 1.209540e-01
20.48 6.509017e+01 4.684442e+00 1.171233e-01
20.49 6.276034e+01 4.284612e+00 1.133675e-01
20.5 5.991520e+01 3.347996e+00 1.096566e-01
20.51 5.749347e+01 2.791623e+00 1.063902e-01
20.52 5.551472e+01 2.337054e+00 1.033328e-01
20.53 5.327429e+01 1.603845e+00 1.001192e-01
20.54 5.116626e+01 1.175352e+00 9.716300e-02
20.55 4.918202e+01 7.915658e-01 9.418152e-02
20.56 4.717491e+01 2.811235e-01 9.086449e-02
20.57 4.451890e+01 -4.876143e-01 8.732177e-02
20.58 4.256400e+01 -7.251240e-01 8.434481e-02
20.59 4.057395e+01 -1.169359e+00 8.139945e-02
20.6 3.930077e+01 -1.106696e+00 7.846494e-02
20.61 3.689578e+01 -1.660717e+00 7.495824e-02
20.62 3.444350e+01 -2.304298e+00 7.141730e-02
20.63 3.244123e+01 -2.597317e+00 6.813990e-02
20.64 3.063315e+01 -2.784331e+00 6.519192e-02
20.65 2.810407e+01 -3.699621e+00 6.196767e-02
20.66 2.665790e+01 -3.808951e+00 5.915671e-02
20.67 2.498532e+01 -3.765128e+00 5.628464e-02
20.68 2.284455e+01 -4.172707e+00 5.287580e-02
20.69 2.078575e+01 -4.485312e+00 4.961146e-02
20.7 1.929935e+01 -4.563442e+00 4.670330e-02
20.71 1.744518e+01 -4.771680e+00 4.398295e-02
20.72 1.539169e+01 -5.680322e+00 4.101303e-02
20.73 1.430360e+01 -5.166885e+00 3.885555e-02
20.74 1.241814e+01 -6.396923e+00 3.582025e-02
20.75 1.125510e+01 -5.308839e+00 3.362182e-02
20.76 8.745457e+00 -6.845873e+00 3.068706e-02
20.77 8.391248e+00 -6.282501e+00 2.862065e-02
20.78 7.011433e+00 -6.412110e+00 2.622383e-02
20.79 5.234209e+00 -6.562698e+00 2.345268e-02
20.8 4.387756e+00 -6.093534e+00 2.094616e-02
20.81 2.220825e+00 -6.761330e+00 1.772084e-02
20.82 1.333014e+00 -5.504899e+00 1.582541e-02
20.83 -1.272102e+00 -7.673874e+00 1.243126e-02
20.84 -1.837341e+00 -6.972218e+00 1.022923e-02
20.85 -2.976445e+00 -7.189170e+00 7.729491e-03
20.86 -5.050495e+00 -7.312818e+00 4.955710e-03
20.87 -6.271373e+00 -7.335280e+00 2.194062e-03
20.88 -6.824642e+00 -7.498419e+00 -5.469538e-04
20.89 -7.519564e+00 -7.533451e+00 -3.243310e-03
20.9 -1.018883e+01 -7.620638e+00 -6.006290e-03
20.91 -1.210667e+01 -7.666996e+00 -8.791457e-03
20.92 -1.401266e+01 -7.795909e+00 -1.162673e-02
20.93 -1.482374e+01 -7.890557e+00 -1.442347e-02
20.94 -1.464497e+01 -8.022695e+00 -1.723524e-02
20.95 -1.862048e+01 -7.998255e+00 -1.996892e-02
20.96 -2.025121e+01 -8.262070e+00 -2.288971e-02
20.97 -2.189721e+01 -8.299767e+00 -2.575793e-02
20.98 -2.356021e+01 -8.593070e+00 -2.868612e-02
20.99 -2.503716e+01 -8.652769e+00 -3.135881e-02
21 -2.694171e+01 -8.975376e+00 -3.434635e-02
21.01 -2.867347e+01 -9.119836e+00 -3.730050e-02
21.02 -3.048379e+01 -9.450609e+00 -4.037139e-02
21.03 -3.220987e+01 -9.586971e+00 -4.329471e-02
21.04 -3.398723e+01 -9.895984e+00 -4.643808e-02
21.05 -3.596002e+01 -1.007831e+01 -4.948710e-02
21.06 -3.789872e+01 -1.055315e+01 -5.273430e-02
21.07 -3.983449e+01 -1.073569e+01 -5.591139e-02
21.08 -4.175807e+01 -1.114296e+01 -5.917781e-02
21.09 -4.383866e+01 -1.134461e+01 -6.243659e-02
21.1 -4.594440e+01 -1.190569e+01 -6.581745e-02
21.11 -4.806258e+01 -1.214025e+01 -6.913345e-02
21.12 -5.003575e+01 -1.260106e+01 -7.240819e-02
21.13 -5.146341e+01 -1.250690e+01 -7.496590e-02
21.14 -5.401656e+01 -1.347618e+01 -7.852097e-02
21.15 -5.612068e+01 -1.378176e+01 -8.193186e-02
21.16 -5.867400e+01 -1.436686e+01 -8.556730e-02
21.17 -6.155769e+01 -1.504695e+01 -8.975019e-02
21.18 -6.295173e+01 -1.450723e+01 -9.254401e-02
21.19 -6.594717e+01 -1.644858e+01 -9.656273e-02
21.2 -6.900271e+01 -1.668541e+01 -1.004343e-01
21.21 -7.112319e+01 -1.710005e+01 -1.039541e-01
21.22 -7.327838e+01 -1.754202e+01 -1.074723e-01
21.23 -7.593693e+01 -1.830963e+01 -1.112076e-01
21.24 -7.816818e+01 -1.872173e+01 -1.146418e-01
21.25 -8.083560e+01 -1.952782e+01 -1.182480e-01
21.26 -8.353225e+01 -2.035437e+01 -1.218407e-01
21.27 -8.582230e+01 -2.093880e+01 -1.251086e-01
21.28 -8.855948e+01 -2.179802e+01 -1.287422e-01
21.29 -9.087471e+01 -2.229729e+01 -1.322722e-01
21.3 -9.315246e+01 -2.280519e+01 -1.355730e-01
21.31 -9.569888e+01 -2.353476e+01 -1.389212e-01
21.32 -9.862806e+01 -2.463346e+01 -1.427177e-01
21.33 -1.012037e+02 -2.527831e+01 -1.463378e-01
21.34 -1.034733e+02 -2.554722e+01 -1.495034e-01
21.35 -1.063399e+02 -2.712371e+01 -1.532110e-01
21.36 -1.089503e+02 -2.753542e+01 -1.565895e-01
21.37 -1.109879e+02 -2.797165e+01 -1.595123e-01
21.38 -1.136400e+02 -2.931314e+01 -1.628578e-01
21.39 -1.166345e+02 -2.989257e+01 -1.665396e-01
21.4 -1.189489e+02 -3.097763e+01 -1.696329e-01
21.41 -1.207008e+02 -3.113540e+01 -1.722442e-01
21.42 -1.230866e+02 -3.216207e+01 -1.751421e-01
21.43 -1.252626e+02 -3.275065e+01 -1.779406e-01
21.44 -1.274919e+02 -3.366563e+01 -1.806620e-01
21.45 -1.292519e+02 -3.411397e+01 -1.830815e-01
21.46 -1.314497e+02 -3.496599e+01 -1.856342e-01
21.47 -1.333512e+02 -3.554803e+01 -1.880692e-01
21.48 -1.351203e+02 -3.617066e+01 -1.903833e-01
21.49 -1.370698e+02 -3.697680e+01 -1.926970e-01
21.5 -1.379349e+02 -3.675901e+01 -1.943204e-01
21.51 -1.397302e+02 -3.784251e+01 -1.963376e-01
21.52 -1.410649e+02 -3.799068e+01 -1.980425e-01
21.53 -1.423071e+02 -3.858284e+01 -1.996705e-01
21.54 -1.438575e+02 -3.913716e+01 -2.013422e-01
21.55 -1.450733e+02 -3.966181e+01 -2.027928e-01
21.56 -1.456569e+02 -3.972442e+01 -2.038440e-01
21.57 -1.463671e+02 -3.989721e+01 -2.048159e-01
21.58 -1.473299e+02 -4.020005e+01 -2.060541e-01
21.59 -1.483638e+02 -4.062300e+01 -2.071771e-01
21.6 -1.489254e+02 -4.084436e+01 -2.080181e-01
21.61 -1.492794e+02 -4.074037e+01 -2.087436e-01
21.62 -1.495291e+02 -4.082152e+01 -2.091264e-01
21.63 -1.498295e+02 -4.090543e+01 -2.095449e-01
21.64 -1.503146e+02 -4.116047e+01 -2.099830e-01
21.65 -1.499303e+02 -4.090945e+01 -2.098420e-01
21.66 -1.496484e+02 -4.073670e+01 -2.096031e-01
21.67 -1.496569e+02 -4.078952e+01 -2.094167e-01
21.68 -1.491036e+02 -4.054604e+01 -2.088971e-01
21.69 -1.484322e+02 -4.023691e+01 -2.081776e-01
21.7 -1.470358e+02 -3.904756e+01 -2.069682e-01
21.71 -1.467814e+02 -3.972129e+01 -2.062624e-01
21.72 -1.462887e+02 -3.958977e+01 -2.052332e-01
21.73 -1.440337e+02 -3.846398e+01 -2.032516e-01
21.74 -1.425963e+02 -3.789450e+01 -2.015022e-01
21.75 -1.412994e+02 -3.740293e+01 -1.998988e-01
21.76 -1.399643e+02 -3.698668e+01 -1.981402e-01
21.77 -1.377929e+02 -3.604826e+01 -1.958907e-01
21.78 -1.358116e+02 -3.525763e+01 -1.935900e-01
21.79 -1.337823e+02 -3.441924e+01 -1.912708e-01
21.8 -1.317770e+02 -3.369683e+01 -1.888245e-01
21.81 -1.292208e+02 -3.259553e+01 -1.861028e-01
21.82 -1.271417e+02 -3.184487e+01 -1.834629e-01
21.83 -1.249645e+02 -3.106512e+01 -1.806578e-01
21.84 -1.225741e+02 -3.024317e+01 -1.777393e-01
21.85 -1.198032e+02 -2.921484e+01 -1.745228e-01
21.86 -1.172238e+02 -2.832259e+01 -1.712432e-01
21.87 -1.144153e+02 -2.731355e+01 -1.678194e-01
21.88 -1.118180e+02 -2.652339e+01 -1.643267e-01
21.89 -1.089201e+02 -2.554670e+01 -1.606693e-01
21.9 -1.057534e+02 -2.443941e+01 -1.567827e-01
21.91 -1.030585e+02 -2.390221e+01 -1.529011e-01
21.92 -9.959956e+01 -2.255957e+01 -1.484433e-01
21.93 -9.602973e+01 -2.111638e+01 -1.442000e-01
21.94 -9.287878e+01 -2.033965e+01 -1.399618e-01
21.95 -8.939646e+01 -1.924558e+01 -1.354691e-01
21.96 -8.617646e+01 -1.836840e+01 -1.309415e-01
21.97 -8.241363e+01 -1.719532e+01 -1.261034e-01
21.98 -7.924422e+01 -1.635881e+01 -1.212698e-01
21.99 -7.560569e+01 -1.531678e+01 -1.163520e-01
22 -7.187961e+01 -1.420775e+01 -1.112966e-01
22.01 -6.839614e+01 -1.339527e+01 -1.062338e-01
22.02 -6.462574e+01 -1.236740e+01 -1.009301e-01
22.03 -6.113705e+01 -1.169661e+01 -9.557922e-02
22.04 -5.717515e+01 -1.062495e+01 -8.997571e-02
22.05 -5.366931e+01 -9.956683e+00 -8.441805e-02
22.06 -4.980980e+01 -9.094703e+00 -7.870064e-02
22.07 -4.572612e+01 -8.379885e+00 -7.294554e-02
22.08 -4.195405e+01 -7.644946e+00 -6.710525e-02
22.09 -3.815485e+01 -6.972720e+00 -6.119571e-02
22.1 -3.438766e+01 -6.327858e+00 -5.518361e-02
22.11 -3.057817e+01 -5.747028e+00 -4.916462e-02
22.12 -2.751873e+01 -5.230955e+00 -4.310983e-02
22.13 -2.332833e+01 -4.804838e+00 -3.707123e-02
22.14 -1.977418e+01 -4.391054e+00 -3.092801e-02
22.15 -1.651510e+01 -4.162728e+00 -2.481386e-02
22.16 -1.235464e+01 -3.539527e+00 -1.844112e-02
22.17 -8.391738e+00 -3.479455e+00 -1.219212e-02
22.18 -6.349566e+00 -3.649914e+00 -6.144504e-03
22.19 -2.812266e+00 -3.135673e+00 2.117357e-04
22.2 3.049717e-01 -3.487922e+00 6.345482e-03
22.21 3.958667e+00 -2.785008e+00 1.274777e-02
22.22 7.000694e+00 -3.164873e+00 1.873678e-02
22.23 1.047041e+01 -2.547301e+00 2.512640e-02
22.24 1.369135e+01 -2.897270e+00 3.118845e-02
22.25 1.737683e+01 -2.022102e+00 3.751458e-02
22.26 1.962184e+01 -3.156324e+00 4.318962e-02
22.27 2.420600e+01 -1.408176e+00 4.947626e-02
22.28 2.696887e+01 -1.855725e+00 5.528291e-02
22.29 3.018977e+01 -1.441675e+00 6.105122e-02
22.3 3.365761e+01 -1.061242e+00 6.699530e-02
22.31 3.673417e+01 -9.762170e-01 7.267086e-02
22.32 4.057537e+01 -1.340689e-02 7.854968e-02
22.33 4.376169e+01 2.399516e-01 8.412080e-02
22.34 4.723301e+01 9.326657e-01 8.967227e-02
22.35 5.083278e+01 1.668655e+00 9.510879e-02
22.36 5.417837e+01 2.316935e+00 1.003819e-01
22.37 5.777164e+01 3.180599e+00 1.056569e-01
22.38 6.117950e+01 4.011810e+00 1.107796e-01
22.39 6.444344e+01 4.684770e+00 1.157101e-01
22.4 6.776910e+01 5.519562e+00 1.205407e-01
22.41 7.105128e+01 6.402203e+00 1.252400e-01
22.42 7.429245e+01 7.212587e+00 1.298321e-01
22.43 7.743460e+01 8.064578e+00 1.342403e-01
22.44 8.060501e+01 9.021558e+00 1.385563e-01
22.45 8.384617e+01 9.965469e+00 1.428439e-01
22.46 8.676257e+01 1.083858e+01 1.468801e-01
22.47 8.962746e+01 1.165555e+01 1.507494e-01
22.48 9.245116e+01 1.254853e+01 1.545287e-01
22.49 9.521204e+01 1.346356e+01 1.581950e-01
22.5 9.780488e+01 1.421035e+01 1.615874e-01
22.51 1.004058e+02 1.511777e+01 1.649861e-01
22.52 1.028017e+02 1.586218e+01 1.681860e-01
22.53 1.052375e+02 1.670260e+01 1.712239e-01
22.54 1.073266e+02 1.731047e+01 1.740769e-01
22.55 1.098806e+02 1.822110e+01 1.770085e-01
22.56 1.116017e+02 1.880646e+01 1.794475e-01
22.57 1.136113e+02 1.949560e+01 1.817867e-01
22.58 1.155830e+02 2.026357e+01 1.841141e-01
22.59 1.172372e+02 2.086370e+01 1.861263e-01
22.6 1.184283e+02 2.122774e+01 1.878902e-01
22.61 1.199774e+02 2.178094e+01 1.896559e-01
22.62 1.211326e+02 2.216395e+01 1.911721e-01
22.63 1.220276e+02 2.241386e+01 1.924292e-01
22.64 1.230190e+02 2.276089e+01 1.936605e-01
22.65 1.237804e+02 2.298075e+01 1.947071e-01
22.66 1.246222e+02 2.335220e+01 1.955804e-01
22.67 1.253297e+02 2.363275e+01 1.963948e-01
22.68 1.259137e+02 2.389823e+01 1.970081e-01
22.69 1.258300e+02 2.375397e+01 1.972472e-01
22.7 1.264685e+02 2.407751e+01 1.976762e-01
22.71 1.262662e+02 2.395296e+01 1.977133e-01
22.72 1.264455e+02 2.401058e+01 1.978490e-01
22.73 1.264406e+02 2.401904e+01 1.978542e-01
22.74 1.261427e+02 2.385708e+01 1.976063e-01
22.75 1.258373e+02 2.375525e+01 1.972202e-01
22.76 1.253500e+02 2.355293e+01 1.966982e-01
22.77 1.249918e+02 2.338349e+01 1.963082e-01
22.78 1.245479e+02 2.327213e+01 1.956839e-01
22.79 1.238262e+02 2.295493e+01 1.949010e-01
22.8 1.232067e+02 2.276109e+01 1.940750e-01
22.81 1.223133e+02 2.243552e+01 1.930055e-01
22.82 1.213914e+02 2.212959e+01 1.918339e-01
22.83 1.203274e+02 2.169841e+01 1.906518e-01
22.84 1.192509e+02 2.131008e+01 1.893135e-01
22.85 1.182570e+02 2.100190e+01 1.879458e-01
22.86 1.170986e+02 2.061889e+01 1.865104e-01
22.87 1.157516e+02 2.012644e+01 1.848676e-01
22.88 1.142885e+02 1.958434e+01 1.830985e-01
22.89 1.130150e+02 1.921562e+01 1.813322e-01
22.9 1.113025e+02 1.855891e+01 1.793638e-01
22.91 1.097987e+02 1.805417e+01 1.774184e-01
22.92 1.083196e+02 1.754056e+01 1.755319e-01
22.93 1.067943e+02 1.707825e+01 1.735124e-01
22.94 1.051596e+02 1.652949e+01 1.714309e-01
22.95 1.035449e+02 1.600654e+01 1.693175e-01
22.96 1.017765e+02 1.536993e+01 1.671591e-01
22.97 1.001701e+02 1.485329e+01 1.650261e-01
22.98 9.844784e+01 1.431480e+01 1.627611e-01
22.99 9.661869e+01 1.372569e+01 1.604002e-01
23 9.476054e+01 1.306067e+01 1.579664e-01
23.01 9.276787e+01 1.244008e+01 1.554647e-01
23.02 9.120794e+01 1.213279e+01 1.530990e-01
23.03 8.928121e+01 1.159995e+01 1.503905e-01
23.04 8.697069e+01 1.088222e+01 1.473957e-01
23.05 8.504158e+01 1.040073e+01 1.445005e-01
23.06 8.237523e+01 9.449438e+00 1.413784e-01
23.07 8.015894e+01 8.727581e+00 1.384388e-01
23.08 7.846352e+01 8.293794e+00 1.358770e-01
23.09 7.673496e+01 7.942538e+00 1.331885e-01
23.1 7.379356e+01 6.848370e+00 1.299258e-01
23.11 7.184006e+01 6.337308e+00 1.269783e-01
23.12 7.007601e+01 5.925031e+00 1.243365e-01
23.13 6.809300e+01 5.364938e+00 1.216288e-01
23.14 6.576054e+01 4.606895e+00 1.187230e-01
23.15 6.423734e+01 4.242819e+00 1.162969e-01
23.16 6.284512e+01 4.011868e+00 1.139329e-01
23.17 6.064743e+01 3.458169e+00 1.109995e-01
23.18 5.825297e+01 2.871596e+00 1.077630e-01
23.19 5.651364e+01 2.487980e+00 1.048233e-01
23.2 5.444681e+01 2.010797e+00 1.018794e-01
23.21 5.243154e+01 1.498803e+00 9.894624e-02
23.22 5.061912e+01 1.165262e+00 9.603349e-02
23.23 4.825585e+01 4.710713e-01 9.298448e-02
23.24 4.634835e+01 5.894166e-02 9.005612e-02
23.25 4.434585e+01 -4.424494e-01 8.716247e-02
23.26 4.268001e+01 -6.269911e-01 8.435235e-02
23.27 4.066250e+01 -1.101607e+00 8.144402e-02
23.28 3.893415e+01 -1.398176e+00 7.856244e-02
23.29 3.763649e+01 -1.453493e+00 7.574625e-02
23.3 3.498657e+01 -2.166585e+00 7.233374e-02
23.31 3.279357e+01 -2.488572e+00 6.914759e-02
23.32 3.127085e+01 -2.791512e+00 6.624367e-02
23.33 2.894171e+01 -3.517611e+00 6.323385e-02
23.34 2.832605e+01 -2.888996e+00 6.110160e-02
23.35 2.599846e+01 -4.058927e+00 5.808370e-02
23.36 2.350960e+01 -4.252055e+00 5.501805e-02
23.37 2.283898e+01 -4.041114e+00 5.245672e-02
23.38 2.067741e+01 -4.714890e+00 4.949882e-02
23.39 1.930805e+01 -4.631102e+00 4.683962e-02
23.4 1.746495e+01 -5.095080e+00 4.396028e-02
23.41 1.587679e+01 -5.191627e+00 4.122719e-02
23.42 1.414952e+01 -5.555737e+00 3.838434e-02
23.43 1.274091e+01 -5.421576e+00 3.576842e-02
23.44 1.086561e+01 -6.005285e+00 3.282493e-02
23.45 9.162295e+00 -6.027379e+00 3.004195e-02
23.46 7.582568e+00 -6.268365e+00 2.734373e-02
23.47 6.271867e+00 -6.165022e+00 2.484651e-02
23.48 4.887522e+00 -6.459908e+00 2.228669e-02
23.49 3.264134e+00 -6.545946e+00 1.967161e-02
23.5 1.844161e+00 -6.729223e+00 1.694832e-02
23.51 2.637196e-01 -6.783264e+00 1.429579e-02
23.52 -1.192909e+00 -6.991051e+00 1.164207e-02
23.53 -2.640918e+00 -7.014556e+00 9.046342e-03
23.54 -4.295667e+00 -7.325253e+00 6.266622e-03
23.55 -5.599501e+00 -7.240921e+00 3.708517e-03
23.56 -6.866921e+00 -7.382538e+00 1.068449e-03
23.57 -7.835817e+00 -7.539562e+00 -1.589881e-03
23.58 -1.014558e+01 -7.456255e+00 -4.309759e-03
23.59 -9.547017e+00 -7.924587e+00 -7.174961e-03
23.6 -1.324305e+01 -7.543060e+00 -9.377787e-03
23.61 -1.394524e+01 -7.638377e+00 -1.186494e-02
23.62 -1.550395e+01 -7.695888e+00 -1.454796e-02
23.63 -1.674120e+01 -7.579335e+00 -1.720511e-02
23.64 -1.866775e+01 -7.950454e+00 -2.019390e-02
23.65 -2.059047e+01 -8.434666e+00 -2.347509e-02
23.66 -2.312559e+01 -8.833718e+00 -2.679336e-02
23.67 -2.401630e+01 -8.540365e+00 -2.935796e-02
23.68 -2.557797e+01 -8.797006e+00 -3.220863e-02
23.69 -2.639317e+01 -8.377857e+00 -3.425284e-02
23.7 -2.868675e+01 -9.171710e+00 -3.747013e-02
23.71 -3.053733e+01 -9.348698e+00 -4.058714e-02
23.72 -3.238507e+01 -9.659839e+00 -4.367900e-02
23.73 -3.435933e+01 -9.892790e+00 -4.681223e-02
23.74 -3.620331e+01 -1.030770e+01 -5.010681e-02
23.75 -3.831020e+01 -1.052774e+01 -5.332731e-02
23.76 -4.034376e+01 -1.082904e+01 -5.661887e-02
23.77 -4.211454e+01 -1.110694e+01 -5.975858e-02
23.78 -4.435819e+01 -1.157408e+01 -6.317429e-02
23.79 -4.668340e+01 -1.201752e+01 -6.656964e-02
23.8 -4.879760e+01 -1.236079e+01 -6.991197e-02
23.81 -5.115818e+01 -1.284568e+01 -7.348098e-02
23.82 -5.337251e+01 -1.306287e+01 -7.684878e-02
23.83 -5.614286e+01 -1.404707e+01 -8.107563e-02
23.84 -5.798937e+01 -1.431946e+01 -8.448354e-02
23.85 -6.040206e+01 -1.463759e+01 -8.782305e-02
23.86 -6.266636e+01 -1.513189e+01 -9.121268e-02
23.87 -6.477832e+01 -1.570805e+01 -9.472577e-02
23.88 -6.702706e+01 -1.606161e+01 -9.807255e-02
23.89 -6.896207e+01 -1.606456e+01 -1.012941e-01
23.9 -7.088317e+01 -1.655099e+01 -1.042316e-01
23.91 -7.445175e+01 -1.873663e+01 -1.086898e-01
23.92 -7.643317e+01 -1.803637e+01 -1.117947e-01
23.93 -7.874467e+01 -1.915086e+01 -1.151588e-01
23.94 -8.004793e+01 -1.894109e+01 -1.181003e-01
23.95 -8.347508e+01 -2.019904e+01 -1.218544e-01
23.96 -8.635460e+01 -2.114252e+01 -1.257098e-01
23.97 -8.846782e+01 -2.138642e+01 -1.289299e-01
23.98 -9.038371e+01 -2.216182e+01 -1.315346e-01
23.99 -9.393624e+01 -2.345943e+01 -1.354600e-01
24 -9.609261e+01 -2.403923e+01 -1.389882e-01
24.01 -9.828146e+01 -2.431957e+01 -1.421935e-01
24.02 -1.010004e+02 -2.545376e+01 -1.458213e-01
24.03 -1.032713e+02 -2.549087e+01 -1.489912e-01
24.04 -1.064460e+02 -2.760887e+01 -1.530415e-01
24.05 -1.087401e+02 -2.745749e+01 -1.563235e-01
24.06 -1.112996e+02 -2.809116e+01 -1.598073e-01
24.07 -1.137433e+02 -2.937908e+01 -1.631082e-01
24.08 -1.159067e+02 -2.958576e+01 -1.660655e-01
24.09 -1.182068e+02 -3.037070e+01 -1.689334e-01
24.1 -1.205494e+02 -3.138001e+01 -1.718523e-01
24.11 -1.223312e+02 -3.165539e+01 -1.743499e-01
24.12 -1.245861e+02 -3.267207e+01 -1.770528e-01
24.13 -1.264576e+02 -3.307543e+01 -1.795652e-01
24.14 -1.282222e+02 -3.370457e+01 -1.819621e-01
24.15 -1.302527e+02 -3.444716e+01 -1.843022e-01
24.16 -1.319863e+02 -3.501996e+01 -1.865622e-01
24.17 -1.339316e+02 -3.576012e+01 -1.888676e-01
24.18 -1.355934e+02 -3.626673e+01 -1.910724e-01
24.19 -1.373350e+02 -3.694537e+01 -1.932097e-01
24.2 -1.377489e+02 -3.625587e+01 -1.943680e-01
24.21 -1.404008e+02 -3.883329e+01 -1.970064e-01
24.22 -1.416178e+02 -3.767204e+01 -1.985896e-01
24.23 -1.431494e+02 -3.966033e+01 -2.003463e-01
24.24 -1.434163e+02 -3.839779e+01 -2.013248e-01
24.25 -1.446151e+02 -3.950016e+01 -2.025536e-01
24.26 -1.463363e+02 -4.022634e+01 -2.039809e-01
24.27 -1.469129e+02 -4.029012e+01 -2.051370e-01
24.28 -1.469407e+02 -4.009542e+01 -2.056005e-01
24.29 -1.476896e+02 -4.040215e+01 -2.063433e-01
24.3 -1.482291e+02 -4.059341e+01 -2.069840e-01
24.31 -1.482069e+02 -4.046236e+01 -2.073054e-01
24.32 -1.486087e+02 -4.071627e+01 -2.076031e-01
24.33 -1.483352e+02 -4.036773e+01 -2.076482e-01
24.34 -1.483215e+02 -4.041067e+01 -2.076443e-01
24.35 -1.482093e+02 -4.036098e+01 -2.075287e-01
24.36 -1.477406e+02 -3.998073e+01 -2.071911e-01
24.37 -1.474966e+02 -4.005630e+01 -2.067412e-01
24.38 -1.467819e+02 -3.964962e+01 -2.060913e-01
24.39 -1.458811e+02 -3.918439e+01 -2.052271e-01
24.4 -1.454952e+02 -3.921302e+01 -2.044693e-01
24.41 -1.443672e+02 -3.866946e+01 -2.033989e-01
24.42 -1.434926e+02 -3.839403e+01 -2.022120e-01
24.43 -1.422359e+02 -3.787974e+01 -2.007184e-01
24.44 -1.407723e+02 -3.725028e+01 -1.991863e-01
24.45 -1.393826e+02 -3.668683e+01 -1.976064e-01
24.46 -1.381088e+02 -3.625251e+01 -1.959267e-01
24.47 -1.353133e+02 -3.486451e+01 -1.934915e-01
24.48 -1.337914e+02 -3.434883e+01 -1.913979e-01
24.49 -1.319682e+02 -3.364725e+01 -1.892661e-01
24.5 -1.302240e+02 -3.310635e+01 -1.869231e-01
