*************************Generated by extractQP.sh*************************
*      Thu Jan  9 10:54:29 MST 2025. Case: 
* Note: Outputs can be visualized with plotQP.py
***************************************************************************
Time(s) p0(Pa) p1(Pa) Q(m3/s)
0.79 -2.808668e+02 -1.646257e+01 -1.097425e-01
0.8 -2.947503e+02 -1.489384e+01 -1.093794e-01
0.81 -3.099845e+02 -1.427532e+01 -1.095352e-01
0.82 -2.982041e+02 -1.593619e+01 -1.098884e-01
0.83 -3.224659e+02 -1.376678e+01 -1.090549e-01
0.84 -3.168679e+02 -1.415983e+01 -1.084688e-01
0.85 -3.187299e+02 -1.405826e+01 -1.082027e-01
0.86 -2.702419e+02 -1.663662e+01 -1.081529e-01
0.87 -3.002890e+02 -1.462476e+01 -1.079757e-01
0.88 -2.927012e+02 -1.508564e+01 -1.078831e-01
0.89 -3.020927e+02 -1.452544e+01 -1.078565e-01
0.9 -2.931421e+02 -1.501364e+01 -1.076739e-01
0.91 -3.000854e+02 -1.469045e+01 -1.074648e-01
0.92 -2.834289e+02 -1.565874e+01 -1.073321e-01
0.93 -2.957309e+02 -1.463918e+01 -1.071016e-01
0.94 -2.693711e+02 -1.617362e+01 -1.071770e-01
0.95 -2.977142e+02 -1.465678e+01 -1.070604e-01
0.96 -2.904209e+02 -1.491385e+01 -1.069033e-01
0.97 -2.952398e+02 -1.460584e+01 -1.067043e-01
0.98 -2.898524e+02 -1.495105e+01 -1.066294e-01
0.99 -2.844441e+02 -1.499433e+01 -1.065519e-01
1 -3.022576e+02 -1.384790e+01 -1.062595e-01
1.01 -2.867799e+02 -1.504577e+01 -1.061611e-01
1.02 -3.191331e+02 -1.262904e+01 -1.057311e-01
1.03 -3.104747e+02 -1.302422e+01 -1.052928e-01
1.04 -2.913196e+02 -1.432818e+01 -1.049869e-01
1.05 -2.652480e+02 -1.617466e+01 -1.048028e-01
1.06 -2.903987e+02 -1.427383e+01 -1.045266e-01
1.07 -2.670227e+02 -1.589184e+01 -1.044896e-01
1.08 -2.857997e+02 -1.452021e+01 -1.043049e-01
1.09 -2.801165e+02 -1.468043e+01 -1.040588e-01
1.1 -3.007962e+02 -1.307114e+01 -1.035521e-01
1.11 -2.782799e+02 -1.359694e+01 -1.028718e-01
1.12 -2.746840e+02 -1.529869e+01 -1.029913e-01
1.13 -2.746171e+02 -1.448861e+01 -1.028012e-01
1.14 -3.015503e+02 -1.284249e+01 -1.022055e-01
1.15 -2.574632e+02 -1.537277e+01 -1.019272e-01
1.16 -2.798703e+02 -1.392018e+01 -1.015727e-01
1.17 -2.576767e+02 -1.531398e+01 -1.014154e-01
1.18 -2.814494e+02 -1.324972e+01 -1.009368e-01
1.19 -2.881180e+02 -1.350853e+01 -1.005581e-01
1.2 -2.702557e+02 -1.324882e+01 -9.983820e-02
1.21 -2.725825e+02 -1.441483e+01 -9.968731e-02
1.22 -2.615650e+02 -1.375391e+01 -9.920061e-02
1.23 -2.770730e+02 -1.374958e+01 -9.890723e-02
1.24 -2.605284e+02 -1.348393e+01 -9.825427e-02
1.25 -2.760567e+02 -1.353059e+01 -9.797724e-02
1.26 -2.719500e+02 -1.249615e+01 -9.729006e-02
1.27 -2.680247e+02 -1.363809e+01 -9.692618e-02
1.28 -2.608339e+02 -1.289923e+01 -9.626362e-02
1.29 -2.644034e+02 -1.357821e+01 -9.596569e-02
1.3 -2.549600e+02 -1.303110e+01 -9.535079e-02
1.31 -2.632181e+02 -1.332627e+01 -9.501682e-02
1.32 -2.505485e+02 -1.305033e+01 -9.443167e-02
1.33 -2.567580e+02 -1.335149e+01 -9.407224e-02
1.34 -2.555661e+02 -1.245764e+01 -9.348935e-02
1.35 -2.539196e+02 -1.322290e+01 -9.311025e-02
1.36 -2.450702e+02 -1.308807e+01 -9.262485e-02
1.37 -2.524458e+02 -1.270235e+01 -9.210952e-02
1.38 -2.321107e+02 -1.385342e+01 -9.171120e-02
1.39 -2.688042e+02 -1.187193e+01 -9.094847e-02
1.4 -2.541979e+02 -1.196056e+01 -9.025224e-02
1.41 -2.474279e+02 -1.213842e+01 -8.957935e-02
1.42 -2.181473e+02 -1.314906e+01 -8.921815e-02
1.43 -2.554770e+02 -1.174328e+01 -8.851252e-02
1.44 -2.372083e+02 -1.213925e+01 -8.784907e-02
1.45 -2.269882e+02 -1.230509e+01 -8.719666e-02
1.46 -2.347271e+02 -1.193930e+01 -8.655509e-02
1.47 -2.559389e+02 -1.065186e+01 -8.582426e-02
1.48 -2.325324e+02 -1.165046e+01 -8.504023e-02
1.49 -2.206109e+02 -1.177933e+01 -8.417984e-02
1.5 -2.330777e+02 -1.110452e+01 -8.337238e-02
1.51 -2.220164e+02 -1.153115e+01 -8.272445e-02
1.52 -2.471883e+02 -1.041034e+01 -8.174843e-02
1.53 -2.124580e+02 -1.135132e+01 -8.097330e-02
1.54 -2.254143e+02 -1.097682e+01 -8.014746e-02
1.55 -2.099049e+02 -1.104760e+01 -7.950482e-02
1.56 -2.176394e+02 -1.063761e+01 -7.870903e-02
1.57 -2.319197e+02 -1.008795e+01 -7.781879e-02
1.58 -2.049666e+02 -1.077473e+01 -7.712974e-02
1.59 -2.081614e+02 -1.041816e+01 -7.637932e-02
1.6 -2.058469e+02 -1.040203e+01 -7.578723e-02
1.61 -2.055317e+02 -1.033270e+01 -7.514348e-02
1.62 -2.026305e+02 -1.015862e+01 -7.423493e-02
1.63 -2.038379e+02 -9.964125e+00 -7.337030e-02
1.64 -1.989581e+02 -1.005108e+01 -7.259194e-02
1.65 -1.915051e+02 -1.007388e+01 -7.169712e-02
1.66 -1.971843e+02 -9.655624e+00 -7.077475e-02
1.67 -1.938628e+02 -9.796056e+00 -7.007724e-02
1.68 -1.875952e+02 -9.066168e+00 -6.907196e-02
1.69 -1.858713e+02 -1.008382e+01 -6.849720e-02
1.7 -1.903191e+02 -9.565677e+00 -6.780348e-02
1.71 -1.806524e+02 -9.955436e+00 -6.706503e-02
1.72 -2.030324e+02 -8.192052e+00 -6.588334e-02
1.73 -1.926561e+02 -8.408443e+00 -6.486892e-02
1.74 -1.551568e+02 -1.002279e+01 -6.420873e-02
1.75 -1.763300e+02 -8.888650e+00 -6.337890e-02
1.76 -1.589432e+02 -9.452596e+00 -6.268535e-02
1.77 -1.744598e+02 -8.677006e+00 -6.191845e-02
1.78 -1.666603e+02 -8.742294e+00 -6.122402e-02
1.79 -1.497968e+02 -9.010149e+00 -6.053380e-02
1.8 -1.606033e+02 -8.636534e+00 -5.972013e-02
1.81 -1.633124e+02 -8.379629e+00 -5.893862e-02
1.82 -1.616598e+02 -8.489587e+00 -5.816308e-02
1.83 -1.408442e+02 -8.574927e+00 -5.737004e-02
1.84 -1.539697e+02 -8.237867e+00 -5.658782e-02
1.85 -1.323991e+02 -8.780397e+00 -5.601106e-02
1.86 -1.512441e+02 -8.114445e+00 -5.523852e-02
1.87 -1.496670e+02 -8.267485e+00 -5.450540e-02
1.88 -1.528238e+02 -7.964611e+00 -5.361835e-02
1.89 -1.457773e+02 -7.923852e+00 -5.280464e-02
1.9 -1.487053e+02 -7.615209e+00 -5.200047e-02
1.91 -1.393292e+02 -7.818766e+00 -5.125969e-02
1.92 -1.656698e+02 -6.677385e+00 -5.029761e-02
1.93 -1.413306e+02 -7.579799e+00 -4.950200e-02
1.94 -1.257002e+02 -7.810467e+00 -4.878189e-02
1.95 -1.343862e+02 -7.410197e+00 -4.805310e-02
1.96 -1.333001e+02 -7.369956e+00 -4.742296e-02
1.97 -1.170576e+02 -7.671370e+00 -4.689949e-02
1.98 -1.294551e+02 -7.257797e+00 -4.617756e-02
1.99 -1.214360e+02 -7.382331e+00 -4.551449e-02
2 -1.001168e+02 -7.626287e+00 -4.500112e-02
2.01 -1.248379e+02 -7.104886e+00 -4.435331e-02
2.02 -1.232078e+02 -7.082689e+00 -4.372240e-02
2.03 -1.389505e+02 -6.695892e+00 -4.290749e-02
2.04 -1.142249e+02 -7.067957e+00 -4.223461e-02
2.05 -1.166634e+02 -6.895649e+00 -4.159632e-02
2.06 -1.140089e+02 -6.850631e+00 -4.090597e-02
2.07 -1.200819e+02 -6.817611e+00 -4.019016e-02
2.08 -1.110176e+02 -6.774180e+00 -3.949388e-02
2.09 -9.778406e+01 -7.038092e+00 -3.889627e-02
2.1 -1.092007e+02 -6.670825e+00 -3.826020e-02
2.11 -1.082508e+02 -6.691035e+00 -3.763471e-02
2.12 -9.141342e+01 -6.883129e+00 -3.707086e-02
2.13 -1.021510e+02 -6.599687e+00 -3.641060e-02
2.14 -9.585734e+01 -6.654063e+00 -3.581884e-02
2.15 -9.513013e+01 -6.578235e+00 -3.526250e-02
2.16 -9.814570e+01 -6.482717e+00 -3.470735e-02
2.17 -1.158838e+02 -6.149383e+00 -3.397120e-02
2.18 -9.522300e+01 -6.370964e+00 -3.338335e-02
2.19 -8.721134e+01 -6.537037e+00 -3.286191e-02
2.2 -8.672695e+01 -6.476958e+00 -3.226862e-02
2.21 -8.789920e+01 -6.396272e+00 -3.166614e-02
2.22 -1.087073e+02 -5.950796e+00 -3.098399e-02
2.23 -8.318540e+01 -6.445883e+00 -3.039137e-02
2.24 -8.364389e+01 -6.375775e+00 -2.974622e-02
2.25 -5.983504e+01 -6.783346e+00 -2.933951e-02
2.26 -8.205186e+01 -6.267845e+00 -2.880454e-02
2.27 -7.578710e+01 -6.305720e+00 -2.827755e-02
2.28 -7.253331e+01 -6.293634e+00 -2.768020e-02
2.29 -5.618394e+01 -6.531463e+00 -2.713378e-02
2.3 -9.350364e+01 -6.028091e+00 -2.644877e-02
2.31 -7.964816e+01 -5.972356e+00 -2.592363e-02
2.32 -6.465855e+01 -6.189950e+00 -2.538707e-02
2.33 -6.226990e+01 -6.017414e+00 -2.477987e-02
2.34 -6.962100e+01 -5.941869e+00 -2.423776e-02
2.35 -5.706484e+01 -6.038361e+00 -2.391455e-02
2.36 -7.623656e+01 -5.788576e+00 -2.340898e-02
2.37 -6.356400e+01 -6.001902e+00 -2.297520e-02
2.38 -6.151946e+01 -6.019729e+00 -2.253740e-02
2.39 -5.732518e+01 -6.029400e+00 -2.206478e-02
2.4 -6.184029e+01 -5.911255e+00 -2.160030e-02
2.41 -5.006068e+01 -6.102342e+00 -2.126776e-02
2.42 -6.175686e+01 -5.864054e+00 -2.087399e-02
2.43 -5.799271e+01 -5.932316e+00 -2.057213e-02
2.44 -6.085066e+01 -5.881696e+00 -2.028571e-02
2.45 -5.586129e+01 -5.931614e+00 -2.000893e-02
2.46 -6.452452e+01 -5.789119e+00 -1.974816e-02
2.47 -4.379851e+01 -6.041194e+00 -1.966493e-02
2.48 -6.016245e+01 -5.837941e+00 -1.944351e-02
2.49 -5.300354e+01 -5.951259e+00 -1.928043e-02
2.5 -6.863214e+01 -5.699805e+00 -1.906832e-02
2.51 -5.420649e+01 -5.942232e+00 -1.900235e-02
2.52 -5.439984e+01 -5.915492e+00 -1.885569e-02
2.53 -6.544658e+01 -5.794643e+00 -1.862172e-02
2.54 -5.165476e+01 -5.944211e+00 -1.853690e-02
2.55 -5.696705e+01 -5.869892e+00 -1.842931e-02
2.56 -4.700938e+01 -6.030701e+00 -1.843176e-02
2.57 -5.447714e+01 -5.909647e+00 -1.836838e-02
2.58 -3.098168e+01 -6.162438e+00 -1.850732e-02
2.59 -4.013322e+01 -6.121481e+00 -1.865112e-02
2.6 -5.708060e+01 -5.940496e+00 -1.866717e-02
2.61 -5.024751e+01 -5.953545e+00 -1.864979e-02
2.62 -4.869838e+01 -5.759270e+00 -1.851689e-02
2.63 -5.574560e+01 -6.039539e+00 -1.867692e-02
2.64 -4.736002e+01 -6.009049e+00 -1.878935e-02
2.65 -6.134737e+01 -5.820986e+00 -1.869203e-02
2.66 -4.777647e+01 -6.059168e+00 -1.880592e-02
2.67 -5.499961e+01 -5.994123e+00 -1.895014e-02
2.68 -5.036724e+01 -6.105188e+00 -1.908113e-02
2.69 -5.349502e+01 -6.087613e+00 -1.914725e-02
2.7 -5.861496e+01 -6.078269e+00 -1.928205e-02
2.71 -5.386523e+01 -6.137480e+00 -1.948885e-02
2.72 -5.897881e+01 -6.143912e+00 -1.968809e-02
2.73 -4.729444e+01 -6.316773e+00 -1.994725e-02
2.74 -5.314914e+01 -6.269859e+00 -2.014533e-02
2.75 -5.842075e+01 -6.182061e+00 -2.033083e-02
2.76 -6.058971e+01 -6.253832e+00 -2.060472e-02
2.77 -4.782026e+01 -6.448026e+00 -2.093029e-02
2.78 -6.197458e+01 -6.276866e+00 -2.114152e-02
2.79 -6.164376e+01 -6.361906e+00 -2.146484e-02
2.8 -6.878546e+01 -6.137852e+00 -2.164082e-02
2.81 -5.622334e+01 -6.489547e+00 -2.198794e-02
2.82 -6.147514e+01 -6.419589e+00 -2.229502e-02
2.83 -6.583168e+01 -6.293132e+00 -2.255897e-02
2.84 -5.598124e+01 -6.483886e+00 -2.289039e-02
2.85 -7.167007e+01 -6.285615e+00 -2.320629e-02
2.86 -6.471009e+01 -6.464301e+00 -2.367156e-02
2.87 -6.960115e+01 -6.403491e+00 -2.403291e-02
2.88 -6.214019e+01 -6.589196e+00 -2.440108e-02
2.89 -7.659770e+01 -6.374141e+00 -2.470614e-02
2.9 -6.667481e+01 -6.620116e+00 -2.514563e-02
2.91 -7.242587e+01 -6.512602e+00 -2.550940e-02
2.92 -8.853793e+01 -6.453140e+00 -2.577789e-02
2.93 -7.001160e+01 -6.682949e+00 -2.622876e-02
2.94 -7.509992e+01 -6.632658e+00 -2.662524e-02
2.95 -7.219966e+01 -6.744618e+00 -2.705337e-02
2.96 -7.964890e+01 -6.627993e+00 -2.741169e-02
2.97 -7.764643e+01 -6.700999e+00 -2.776809e-02
2.98 -6.615414e+01 -6.700713e+00 -2.824800e-02
2.99 -7.791939e+01 -6.832275e+00 -2.893749e-02
3 -8.697727e+01 -6.758968e+00 -2.956898e-02
3.01 -8.416994e+01 -6.845460e+00 -3.004655e-02
3.02 -1.052520e+02 -6.515420e+00 -3.030403e-02
3.03 -8.606349e+01 -6.876458e+00 -3.080966e-02
3.04 -9.381119e+01 -6.817891e+00 -3.129653e-02
3.05 -9.332394e+01 -6.931082e+00 -3.170034e-02
3.06 -1.101459e+02 -6.532634e+00 -3.191251e-02
3.07 -9.545560e+01 -6.897145e+00 -3.226805e-02
3.08 -8.804643e+01 -6.746304e+00 -3.271990e-02
3.09 -9.481811e+01 -7.043570e+00 -3.354079e-02
3.1 -9.739802e+01 -7.119746e+00 -3.423404e-02
3.11 -9.865096e+01 -7.117260e+00 -3.468712e-02
3.12 -9.040952e+01 -7.353845e+00 -3.516174e-02
3.13 -1.087547e+02 -6.976627e+00 -3.553836e-02
3.14 -1.061324e+02 -7.106131e+00 -3.597078e-02
3.15 -9.858614e+01 -7.298759e+00 -3.633131e-02
3.16 -1.087827e+02 -7.080868e+00 -3.657802e-02
3.17 -1.001179e+02 -7.405848e+00 -3.695397e-02
3.18 -1.046644e+02 -7.297213e+00 -3.721917e-02
3.19 -1.037285e+02 -7.348821e+00 -3.749860e-02
3.2 -1.046153e+02 -7.879542e+00 -3.781179e-02
3.21 -1.091341e+02 -7.426581e+00 -3.761971e-02
3.22 -1.058038e+02 -7.460707e+00 -3.763451e-02
3.23 -9.705140e+01 -7.304323e+00 -3.793156e-02
3.24 -1.158746e+02 -7.351219e+00 -3.844872e-02
3.25 -1.015023e+02 -7.494621e+00 -3.879266e-02
3.26 -1.114429e+02 -7.501979e+00 -3.901607e-02
3.27 -1.131060e+02 -7.359747e+00 -3.920148e-02
3.28 -1.163573e+02 -7.427606e+00 -3.943017e-02
3.29 -9.984150e+01 -7.811443e+00 -3.970603e-02
3.3 -1.088872e+02 -7.677958e+00 -3.987784e-02
3.31 -1.115678e+02 -7.563450e+00 -4.007091e-02
3.32 -1.188426e+02 -7.494021e+00 -4.028108e-02
3.33 -1.230169e+02 -7.278678e+00 -4.037195e-02
3.34 -1.119534e+02 -7.567010e+00 -4.046816e-02
3.35 -1.068298e+02 -7.733696e+00 -4.057113e-02
3.36 -1.160345e+02 -7.525343e+00 -4.058556e-02
3.37 -1.133364e+02 -7.603202e+00 -4.067281e-02
3.38 -1.096808e+02 -7.755092e+00 -4.081240e-02
3.39 -1.155515e+02 -7.609313e+00 -4.088867e-02
3.4 -1.134238e+02 -7.698329e+00 -4.096348e-02
3.41 -1.110622e+02 -7.722473e+00 -4.097312e-02
3.42 -1.128741e+02 -7.677870e+00 -4.100067e-02
3.43 -1.162537e+02 -7.643298e+00 -4.107519e-02
3.44 -1.137038e+02 -7.728452e+00 -4.106287e-02
3.45 -1.153895e+02 -7.637942e+00 -4.096392e-02
3.46 -1.126182e+02 -7.771562e+00 -4.096452e-02
3.47 -1.168654e+02 -7.628593e+00 -4.091655e-02
3.48 -1.093702e+02 -7.768636e+00 -4.083400e-02
3.49 -1.122010e+02 -7.932978e+00 -4.078224e-02
3.5 -1.122109e+02 -7.752260e+00 -4.058898e-02
3.51 -1.067503e+02 -7.729135e+00 -4.050455e-02
3.52 -1.319128e+02 -7.264695e+00 -4.029229e-02
3.53 -1.118910e+02 -7.596987e+00 -4.014706e-02
3.54 -1.029883e+02 -7.719414e+00 -4.002081e-02
3.55 -9.224134e+01 -7.909940e+00 -3.999714e-02
3.56 -1.087838e+02 -7.341008e+00 -3.978024e-02
3.57 -1.097288e+02 -7.623009e+00 -3.976514e-02
3.58 -1.156051e+02 -7.399680e+00 -3.962953e-02
3.59 -1.056833e+02 -7.600338e+00 -3.945131e-02
3.6 -1.123236e+02 -7.481334e+00 -3.922002e-02
3.61 -1.090387e+02 -7.450983e+00 -3.906135e-02
3.62 -1.048390e+02 -7.550861e+00 -3.892574e-02
3.63 -1.090751e+02 -7.403901e+00 -3.866338e-02
3.64 -1.059695e+02 -7.430182e+00 -3.842455e-02
3.65 -1.072466e+02 -7.636488e+00 -3.831726e-02
3.66 -1.000976e+02 -7.564729e+00 -3.800731e-02
3.67 -1.096058e+02 -7.277969e+00 -3.768814e-02
3.68 -1.049423e+02 -7.403741e+00 -3.749018e-02
3.69 -1.054025e+02 -7.370104e+00 -3.721417e-02
3.7 -1.028411e+02 -7.355166e+00 -3.694449e-02
3.71 -1.016276e+02 -7.271710e+00 -3.665160e-02
3.72 -1.016924e+02 -7.291788e+00 -3.641195e-02
3.73 -9.829275e+01 -7.386399e+00 -3.622255e-02
3.74 -1.069823e+02 -7.139778e+00 -3.588564e-02
3.75 -1.001843e+02 -7.203101e+00 -3.555415e-02
3.76 -9.914685e+01 -7.200039e+00 -3.524863e-02
3.77 -9.735320e+01 -7.213866e+00 -3.494366e-02
3.78 -9.715164e+01 -7.138991e+00 -3.455106e-02
3.79 -9.483474e+01 -7.194715e+00 -3.422642e-02
3.8 -9.572682e+01 -7.124118e+00 -3.393572e-02
3.81 -8.951145e+01 -7.186608e+00 -3.364801e-02
3.82 -8.771558e+01 -7.187799e+00 -3.332666e-02
3.83 -9.081412e+01 -7.080790e+00 -3.295366e-02
3.84 -9.172329e+01 -7.020179e+00 -3.257285e-02
3.85 -8.226121e+01 -7.217648e+00 -3.231985e-02
3.86 -8.336496e+01 -7.152982e+00 -3.204862e-02
3.87 -9.386969e+01 -6.852148e+00 -3.166758e-02
3.88 -8.825477e+01 -6.935429e+00 -3.133085e-02
3.89 -7.015206e+01 -7.239899e+00 -3.110346e-02
3.9 -9.653677e+01 -6.587778e+00 -3.070147e-02
3.91 -8.452412e+01 -6.886567e+00 -3.042278e-02
3.92 -8.855722e+01 -6.697615e+00 -3.001542e-02
3.93 -8.469244e+01 -6.751042e+00 -2.965245e-02
3.94 -8.359390e+01 -6.724729e+00 -2.931809e-02
3.95 -7.586077e+01 -6.888480e+00 -2.903661e-02
3.96 -8.030798e+01 -6.757545e+00 -2.868926e-02
3.97 -8.267875e+01 -6.667463e+00 -2.833184e-02
3.98 -7.933574e+01 -6.664478e+00 -2.796272e-02
3.99 -7.865113e+01 -6.703353e+00 -2.756537e-02
4 -7.404692e+01 -6.697245e+00 -2.718756e-02
4.01 -7.332511e+01 -6.670607e+00 -2.679943e-02
4.02 -7.430591e+01 -6.633422e+00 -2.642201e-02
4.03 -8.089659e+01 -6.565651e+00 -2.597667e-02
4.04 -7.468233e+01 -6.530835e+00 -2.556626e-02
4.05 -6.834435e+01 -6.633647e+00 -2.522129e-02
4.06 -6.952828e+01 -6.814487e+00 -2.486736e-02
4.07 -6.929860e+01 -6.501619e+00 -2.425685e-02
4.08 -6.311820e+01 -6.604962e+00 -2.376238e-02
4.09 -6.592395e+01 -6.510847e+00 -2.329273e-02
4.1 -6.650863e+01 -6.450720e+00 -2.282922e-02
4.11 -6.128608e+01 -6.463902e+00 -2.239675e-02
4.12 -6.536884e+01 -6.417589e+00 -2.190736e-02
4.13 -5.911234e+01 -6.413628e+00 -2.140106e-02
4.14 -6.112322e+01 -6.312722e+00 -2.086436e-02
4.15 -5.326902e+01 -6.416127e+00 -2.041687e-02
4.16 -6.014268e+01 -6.252950e+00 -1.991251e-02
4.17 -7.577508e+01 -5.946839e+00 -1.925934e-02
4.18 -5.545148e+01 -6.181554e+00 -1.870712e-02
4.19 -5.091029e+01 -6.219011e+00 -1.817983e-02
4.2 -5.442155e+01 -6.152782e+00 -1.769178e-02
4.21 -5.551605e+01 -6.169026e+00 -1.724253e-02
4.22 -4.012913e+01 -6.263064e+00 -1.679904e-02
4.23 -4.451579e+01 -6.197493e+00 -1.620660e-02
4.24 -5.214805e+01 -6.045706e+00 -1.554407e-02
4.25 -4.754741e+01 -6.082272e+00 -1.496797e-02
4.26 -2.612233e+01 -6.208932e+00 -1.452407e-02
4.27 -4.558995e+01 -5.995461e+00 -1.393549e-02
4.28 -3.494969e+01 -6.073704e+00 -1.345437e-02
4.29 -4.209998e+01 -5.948627e+00 -1.285620e-02
4.3 -3.752474e+01 -5.969384e+00 -1.229633e-02
4.31 -4.345513e+01 -5.871366e+00 -1.173156e-02
4.32 -4.737650e+01 -5.775703e+00 -1.106152e-02
4.33 -3.191444e+01 -5.847812e+00 -1.044833e-02
4.34 -3.539169e+01 -5.828599e+00 -9.854897e-03
4.35 -2.591614e+01 -5.923826e+00 -9.352672e-03
4.36 -4.161741e+01 -5.731079e+00 -8.734495e-03
4.37 -3.416534e+01 -5.632909e+00 -8.190163e-03
4.38 -2.055394e+01 -5.796761e+00 -7.760523e-03
4.39 -2.823715e+01 -5.756498e+00 -7.173750e-03
4.4 -9.013394e+00 -5.935862e+00 -6.763896e-03
4.41 -2.567140e+01 -5.754761e+00 -6.152945e-03
4.42 -3.536627e+01 -5.669099e+00 -5.399482e-03
4.43 -2.038346e+01 -5.730384e+00 -4.785536e-03
4.44 -2.050580e+01 -5.732568e+00 -4.178964e-03
4.45 -1.007026e+01 -5.821048e+00 -3.648530e-03
