*************************Generated by extractMotion.sh**********************
*      Wed Jul  2 13:43:52 MDT 2025 - Case: heave/mesh_4x/
* Note: Data was extracted from log.overInterDyMFoam using extractMotion.sh
*       Can be visualized with plotMotion.py                            
2.66 16.7233 0 -0.523309 1 0 0 0 1 0 0 0 1  0 0 -0.0220306 0 0 0
2.67 16.7233 0 -0.523531 1 0 0 0 1 0 0 0 1  0 0 -0.0223467 0 0 0
2.68 16.7233 0 -0.523758 1 0 0 0 1 0 0 0 1  0 0 -0.0227764 0 0 0
2.69 16.7233 0 -0.523981 1 0 0 0 1 0 0 0 1  0 0 -0.0225154 0 0 0
2.7 16.7233 0 -0.524216 1 0 0 0 1 0 0 0 1  0 0 -0.0237283 0 0 0
2.71 16.7233 0 -0.524442 1 0 0 0 1 0 0 0 1  0 0 -0.0226543 0 0 0
2.72 16.7233 0 -0.52468 1 0 0 0 1 0 0 0 1  0 0 -0.0239002 0 0 0
2.73 16.7233 0 -0.524915 1 0 0 0 1 0 0 0 1  0 0 -0.0236494 0 0 0
2.74 16.7233 0 -0.52516 1 0 0 0 1 0 0 0 1  0 0 -0.0247865 0 0 0
2.75 16.7233 0 -0.525401 1 0 0 0 1 0 0 0 1  0 0 -0.024287 0 0 0
2.76 16.7233 0 -0.52564 1 0 0 0 1 0 0 0 1  0 0 -0.0237585 0 0 0
2.77 16.7233 0 -0.525893 1 0 0 0 1 0 0 0 1  0 0 -0.0254291 0 0 0
2.78 16.7233 0 -0.526136 1 0 0 0 1 0 0 0 1  0 0 -0.0245093 0 0 0
2.79 16.7233 0 -0.526388 1 0 0 0 1 0 0 0 1  0 0 -0.0251727 0 0 0
2.8 16.7233 0 -0.526641 1 0 0 0 1 0 0 0 1  0 0 -0.0255265 0 0 0
2.81 16.7233 0 -0.526892 1 0 0 0 1 0 0 0 1  0 0 -0.0251063 0 0 0
2.82 16.7233 0 -0.527149 1 0 0 0 1 0 0 0 1  0 0 -0.0258669 0 0 0
2.83 16.7233 0 -0.527404 1 0 0 0 1 0 0 0 1  0 0 -0.0255826 0 0 0
2.84 16.7233 0 -0.527662 1 0 0 0 1 0 0 0 1  0 0 -0.0257718 0 0 0
2.85 16.7233 0 -0.527921 1 0 0 0 1 0 0 0 1  0 0 -0.0260473 0 0 0
2.86 16.7233 0 -0.528179 1 0 0 0 1 0 0 0 1  0 0 -0.0258284 0 0 0
2.87 16.7233 0 -0.528447 1 0 0 0 1 0 0 0 1  0 0 -0.0269491 0 0 0
2.88 16.7233 0 -0.528705 1 0 0 0 1 0 0 0 1  0 0 -0.0258793 0 0 0
2.89 16.7233 0 -0.528973 1 0 0 0 1 0 0 0 1  0 0 -0.0267974 0 0 0
2.9 16.7233 0 -0.529237 1 0 0 0 1 0 0 0 1  0 0 -0.0264377 0 0 0
2.91 16.7233 0 -0.529511 1 0 0 0 1 0 0 0 1  0 0 -0.0276098 0 0 0
2.92 16.7233 0 -0.529771 1 0 0 0 1 0 0 0 1  0 0 -0.0260252 0 0 0
2.93 16.7233 0 -0.530044 1 0 0 0 1 0 0 0 1  0 0 -0.0271889 0 0 0
2.94 16.7233 0 -0.530307 1 0 0 0 1 0 0 0 1  0 0 -0.0263541 0 0 0
2.95 16.7233 0 -0.530575 1 0 0 0 1 0 0 0 1  0 0 -0.0267022 0 0 0
2.96 16.7233 0 -0.530841 1 0 0 0 1 0 0 0 1  0 0 -0.0265785 0 0 0
2.97 16.7233 0 -0.531104 1 0 0 0 1 0 0 0 1  0 0 -0.0262569 0 0 0
2.98 16.7233 0 -0.531369 1 0 0 0 1 0 0 0 1  0 0 -0.0265017 0 0 0
2.99 16.7233 0 -0.531631 1 0 0 0 1 0 0 0 1  0 0 -0.0260864 0 0 0
3 16.7233 0 -0.531893 1 0 0 0 1 0 0 0 1  0 0 -0.0261139 0 0 0
3.01 16.7233 0 -0.532154 1 0 0 0 1 0 0 0 1  0 0 -0.0260368 0 0 0
3.02 16.7233 0 -0.532411 1 0 0 0 1 0 0 0 1  0 0 -0.0256827 0 0 0
3.03 16.7233 0 -0.53267 1 0 0 0 1 0 0 0 1  0 0 -0.025778 0 0 0
3.04 16.7233 0 -0.532923 1 0 0 0 1 0 0 0 1  0 0 -0.0252663 0 0 0
3.05 16.7233 0 -0.533177 1 0 0 0 1 0 0 0 1  0 0 -0.0252186 0 0 0
3.06 16.7233 0 -0.533427 1 0 0 0 1 0 0 0 1  0 0 -0.0248776 0 0 0
3.07 16.7233 0 -0.533674 1 0 0 0 1 0 0 0 1  0 0 -0.0245004 0 0 0
3.08 16.7233 0 -0.533918 1 0 0 0 1 0 0 0 1  0 0 -0.0243176 0 0 0
3.09 16.7233 0 -0.534159 1 0 0 0 1 0 0 0 1  0 0 -0.0238528 0 0 0
3.1 16.7233 0 -0.534396 1 0 0 0 1 0 0 0 1  0 0 -0.0235591 0 0 0
3.11 16.7233 0 -0.534629 1 0 0 0 1 0 0 0 1  0 0 -0.0231162 0 0 0
3.12 16.7233 0 -0.534858 1 0 0 0 1 0 0 0 1  0 0 -0.0226899 0 0 0
3.13 16.7233 0 -0.535082 1 0 0 0 1 0 0 0 1  0 0 -0.0222039 0 0 0
3.14 16.7233 0 -0.535302 1 0 0 0 1 0 0 0 1  0 0 -0.0217431 0 0 0
3.15 16.7233 0 -0.535504 1 0 0 0 1 0 0 0 1  0 0 -0.0196903 0 0 0
3.16 16.7233 0 -0.535721 1 0 0 0 1 0 0 0 1  0 0 -0.0215025 0 0 0
3.17 16.7233 0 -0.53591 1 0 0 0 1 0 0 0 1  0 0 -0.0186657 0 0 0
3.18 16.7233 0 -0.536111 1 0 0 0 1 0 0 0 1  0 0 -0.0196707 0 0 0
3.19 16.7233 0 -0.536297 1 0 0 0 1 0 0 0 1  0 0 -0.0184723 0 0 0
3.2 16.7233 0 -0.536477 1 0 0 0 1 0 0 0 1  0 0 -0.0175398 0 0 0
3.21 16.7233 0 -0.536657 1 0 0 0 1 0 0 0 1  0 0 -0.0177758 0 0 0
3.22 16.7233 0 -0.536822 1 0 0 0 1 0 0 0 1  0 0 -0.0161848 0 0 0
3.23 16.7233 0 -0.536987 1 0 0 0 1 0 0 0 1  0 0 -0.0161657 0 0 0
3.24 16.7233 0 -0.537142 1 0 0 0 1 0 0 0 1  0 0 -0.0152416 0 0 0
3.25 16.7233 0 -0.537289 1 0 0 0 1 0 0 0 1  0 0 -0.0142477 0 0 0
3.26 16.7233 0 -0.53743 1 0 0 0 1 0 0 0 1  0 0 -0.0137387 0 0 0
3.27 16.7233 0 -0.537562 1 0 0 0 1 0 0 0 1  0 0 -0.012785 0 0 0
3.28 16.7233 0 -0.537685 1 0 0 0 1 0 0 0 1  -0 -0 -0.011834 0 0 0
3.29 16.7233 0 -0.537802 1 0 0 0 1 0 0 0 1  -0 -0 -0.0113413 0 0 0
3.3 16.7233 0 -0.537909 1 0 0 0 1 0 0 0 1  -0 -0 -0.0103254 0 0 0
3.31 16.7233 0 -0.538009 1 0 0 0 1 0 0 0 1  -0 -0 -0.00950246 0 0 0
3.32 16.7233 0 -0.538101 1 0 0 0 1 0 0 0 1  -0 -0 -0.0088192 0 0 0
3.33 16.7233 0 -0.538183 1 0 0 0 1 0 0 0 1  -0 -0 -0.00776769 0 0 0
3.34 16.7233 0 -0.538258 1 0 0 0 1 0 0 0 1  -0 -0 -0.00708821 0 0 0
3.35 16.7233 0 -0.538324 1 0 0 0 1 0 0 0 1  -0 -0 -0.00615953 0 0 0
3.36 16.7233 0 -0.538381 1 0 0 0 1 0 0 0 1  -0 -0 -0.00521148 0 0 0
3.37 16.7233 0 -0.538429 1 0 0 0 1 0 0 0 1  -0 -0 -0.00444108 0 0 0
3.38 16.7233 0 -0.538467 1 0 0 0 1 0 0 0 1  -0 -0 -0.00334059 0 0 0
3.39 16.7233 0 -0.538497 1 0 0 0 1 0 0 0 1  -0 -0 -0.0025006 0 0 0
3.4 16.7233 0 -0.538517 1 0 0 0 1 0 0 0 1  -0 -0 -0.0014609 0 0 0
3.41 16.7233 0 -0.538525 1 0 0 0 1 0 0 0 1  -0 -0 -0.000272596 0 0 0
3.42 16.7233 0 -0.538524 1 0 0 0 1 0 0 0 1  0 0 0.000815449 0 0 0
3.43 16.7233 0 -0.538515 1 0 0 0 1 0 0 0 1  0 0 0.00131984 0 0 0
3.44 16.7233 0 -0.538491 1 0 0 0 1 0 0 0 1  0 0 0.00287433 0 0 0
3.45 16.7233 0 -0.538459 1 0 0 0 1 0 0 0 1  0 0 0.00378343 0 0 0
3.46 16.7233 0 -0.538416 1 0 0 0 1 0 0 0 1  0 0 0.00483495 0 0 0
3.47 16.7233 0 -0.538361 1 0 0 0 1 0 0 0 1  0 0 0.00613801 0 0 0
3.48 16.7233 0 -0.538295 1 0 0 0 1 0 0 0 1  0 0 0.00709752 0 0 0
3.49 16.7233 0 -0.538217 1 0 0 0 1 0 0 0 1  0 0 0.00838845 0 0 0
3.5 16.7233 0 -0.538127 1 0 0 0 1 0 0 0 1  0 0 0.0095653 0 0 0
3.51 16.7233 0 -0.538026 1 0 0 0 1 0 0 0 1  0 0 0.0106859 0 0 0
3.52 16.7233 0 -0.537912 1 0 0 0 1 0 0 0 1  0 0 0.0120211 0 0 0
3.53 16.7233 0 -0.537787 1 0 0 0 1 0 0 0 1  0 0 0.0131073 0 0 0
3.54 16.7233 0 -0.53765 1 0 0 0 1 0 0 0 1  0 0 0.0143442 0 0 0
3.55 16.7233 0 -0.5375 1 0 0 0 1 0 0 0 1  0 0 0.0156364 0 0 0
3.56 16.7233 0 -0.537338 1 0 0 0 1 0 0 0 1  0 0 0.0168288 0 0 0
3.57 16.7233 0 -0.537161 1 0 0 0 1 0 0 0 1  0 0 0.0182905 0 0 0
3.58 16.7233 0 -0.536975 1 0 0 0 1 0 0 0 1  0 0 0.0193144 0 0 0
3.59 16.7233 0 -0.536774 1 0 0 0 1 0 0 0 1  0 0 0.0206389 0 0 0
3.6 16.7233 0 -0.536561 1 0 0 0 1 0 0 0 1  0 0 0.0219775 0 0 0
3.61 16.7233 0 -0.536337 1 0 0 0 1 0 0 0 1  0 0 0.0230602 0 0 0
3.62 16.7233 0 -0.536097 1 0 0 0 1 0 0 0 1  0 0 0.0246555 0 0 0
3.63 16.7233 0 -0.535847 1 0 0 0 1 0 0 0 1  0 0 0.0256707 0 0 0
3.64 16.7233 0 -0.535582 1 0 0 0 1 0 0 0 1  0 0 0.0271104 0 0 0
3.65 16.7233 0 -0.535305 1 0 0 0 1 0 0 0 1  0 0 0.028371 0 0 0
3.66 16.7233 0 -0.535015 1 0 0 0 1 0 0 0 1  0 0 0.0295953 0 0 0
3.67 16.7233 0 -0.534717 1 0 0 0 1 0 0 0 1  0 0 0.0302877 0 0 0
3.68 16.7233 0 -0.534399 1 0 0 0 1 0 0 0 1  0 0 0.0324868 0 0 0
3.69 16.7233 0 -0.534076 1 0 0 0 1 0 0 0 1  0 0 0.0329781 0 0 0
3.7 16.7233 0 -0.533735 1 0 0 0 1 0 0 0 1  0 0 0.0346469 0 0 0
3.71 16.7233 0 -0.533382 1 0 0 0 1 0 0 0 1  0 0 0.0360055 0 0 0
3.72 16.7233 0 -0.533019 1 0 0 0 1 0 0 0 1  0 0 0.0369975 0 0 0
3.73 16.7233 0 -0.532638 1 0 0 0 1 0 0 0 1  0 0 0.0386624 0 0 0
3.74 16.7233 0 -0.532247 1 0 0 0 1 0 0 0 1  0 0 0.0397746 0 0 0
3.75 16.7233 0 -0.531843 1 0 0 0 1 0 0 0 1  0 0 0.0411168 0 0 0
3.76 16.7233 0 -0.531423 1 0 0 0 1 0 0 0 1  0 0 0.0426788 0 0 0
3.77 16.7233 0 -0.530991 1 0 0 0 1 0 0 0 1  0 0 0.0438849 0 0 0
3.78 16.7233 0 -0.530544 1 0 0 0 1 0 0 0 1  0 0 0.0453566 0 0 0
3.79 16.7233 0 -0.530084 1 0 0 0 1 0 0 0 1  0 0 0.046681 0 0 0
3.8 16.7233 0 -0.529611 1 0 0 0 1 0 0 0 1  0 0 0.0480181 0 0 0
3.81 16.7233 0 -0.529123 1 0 0 0 1 0 0 0 1  0 0 0.0494322 0 0 0
3.82 16.7233 0 -0.528621 1 0 0 0 1 0 0 0 1  0 0 0.0509092 0 0 0
3.83 16.7233 0 -0.528108 1 0 0 0 1 0 0 0 1  0 0 0.0520113 0 0 0
3.84 16.7233 0 -0.527578 1 0 0 0 1 0 0 0 1  0 0 0.0536143 0 0 0
3.85 16.7233 0 -0.527036 1 0 0 0 1 0 0 0 1  0 0 0.0549065 0 0 0
3.86 16.7233 0 -0.526478 1 0 0 0 1 0 0 0 1  0 0 0.0565683 0 0 0
3.87 16.7233 0 -0.525904 1 0 0 0 1 0 0 0 1  0 0 0.0582645 0 0 0
3.88 16.7233 0 -0.525316 1 0 0 0 1 0 0 0 1  0 0 0.0596199 0 0 0
3.89 16.7233 0 -0.524708 1 0 0 0 1 0 0 0 1  0 0 0.0616562 0 0 0
3.9 16.7233 0 -0.524075 1 0 0 0 1 0 0 0 1  0 0 0.064486 0 0 0
3.91 16.7233 0 -0.523457 1 0 0 0 1 0 0 0 1  0 0 0.0623497 0 0 0
3.92 16.7233 0 -0.522784 1 0 0 0 1 0 0 0 1  0 0 0.0680934 0 0 0
3.93 16.7233 0 -0.522133 1 0 0 0 1 0 0 0 1  0 0 0.0659815 0 0 0
3.94 16.7233 0 -0.521456 1 0 0 0 1 0 0 0 1  0 0 0.0679361 0 0 0
3.95 16.7233 0 -0.520755 1 0 0 0 1 0 0 0 1  0 0 0.0711035 0 0 0
3.96 16.7233 0 -0.520072 1 0 0 0 1 0 0 0 1  0 0 0.0687632 0 0 0
3.97 16.7233 0 -0.519345 1 0 0 0 1 0 0 0 1  0 0 0.0732362 0 0 0
3.98 16.7233 0 -0.518632 1 0 0 0 1 0 0 0 1  0 0 0.072022 0 0 0
3.99 16.7233 0 -0.517895 1 0 0 0 1 0 0 0 1  0 0 0.0740384 0 0 0
4 16.7233 0 -0.517147 1 0 0 0 1 0 0 0 1  0 0 0.0755378 0 0 0
4.01 16.7233 0 -0.516399 1 0 0 0 1 0 0 0 1  0 0 0.0752978 0 0 0
4.02 16.7233 0 -0.515626 1 0 0 0 1 0 0 0 1  0 0 0.0777585 0 0 0
4.03 16.7233 0 -0.514853 1 0 0 0 1 0 0 0 1  0 0 0.0778847 0 0 0
4.04 16.7233 0 -0.514066 1 0 0 0 1 0 0 0 1  0 0 0.0790795 0 0 0
4.05 16.7233 0 -0.513267 1 0 0 0 1 0 0 0 1  0 0 0.0805525 0 0 0
4.06 16.7233 0 -0.512465 1 0 0 0 1 0 0 0 1  0 0 0.0806595 0 0 0
4.07 16.7233 0 -0.511646 1 0 0 0 1 0 0 0 1  0 0 0.0823173 0 0 0
4.08 16.7233 0 -0.510822 1 0 0 0 1 0 0 0 1  0 0 0.0828979 0 0 0
4.09 16.7233 0 -0.509988 1 0 0 0 1 0 0 0 1  0 0 0.0838175 0 0 0
4.1 16.7233 0 -0.509135 1 0 0 0 1 0 0 0 1  0 0 0.0860333 0 0 0
4.11 16.7233 0 -0.508277 1 0 0 0 1 0 0 0 1  0 0 0.0865522 0 0 0
4.12 16.7233 0 -0.507405 1 0 0 0 1 0 0 0 1  0 0 0.087703 0 0 0
4.13 16.7233 0 -0.506521 1 0 0 0 1 0 0 0 1  0 0 0.0890288 0 0 0
4.14 16.7233 0 -0.505612 1 0 0 0 1 0 0 0 1  0 0 0.0919329 0 0 0
4.15 16.7233 0 -0.50473 1 0 0 0 1 0 0 0 1  0 0 0.0884594 0 0 0
4.16 16.7233 0 -0.503776 1 0 0 0 1 0 0 0 1  0 0 0.0961828 0 0 0
4.17 16.7233 0 -0.5029 1 0 0 0 1 0 0 0 1  0 0 0.0879111 0 0 0
4.18 16.7233 0 -0.501945 1 0 0 0 1 0 0 0 1  0 0 0.0954827 0 0 0
4.19 16.7233 0 -0.501029 1 0 0 0 1 0 0 0 1  0 0 0.09236 0 0 0
4.2 16.7233 0 -0.500092 1 0 0 0 1 0 0 0 1  0 0 0.0936315 0 0 0
4.21 16.7233 0 -0.499141 1 0 0 0 1 0 0 0 1  0 0 0.0955616 0 0 0
4.22 16.7233 0 -0.498207 1 0 0 0 1 0 0 0 1  0 0 0.0935833 0 0 0
4.23 16.7233 0 -0.497246 1 0 0 0 1 0 0 0 1  0 0 0.0963009 0 0 0
4.24 16.7233 0 -0.496294 1 0 0 0 1 0 0 0 1  0 0 0.0955814 0 0 0
4.25 16.7233 0 -0.495335 1 0 0 0 1 0 0 0 1  0 0 0.0958868 0 0 0
4.26 16.7233 0 -0.494366 1 0 0 0 1 0 0 0 1  0 0 0.0972652 0 0 0
4.27 16.7233 0 -0.4934 1 0 0 0 1 0 0 0 1  0 0 0.0967889 0 0 0
4.28 16.7233 0 -0.492422 1 0 0 0 1 0 0 0 1  0 0 0.0980503 0 0 0
4.29 16.7233 0 -0.491439 1 0 0 0 1 0 0 0 1  0 0 0.0987619 0 0 0
4.3 16.7233 0 -0.490451 1 0 0 0 1 0 0 0 1  0 0 0.0992131 0 0 0
4.31 16.7233 0 -0.489457 1 0 0 0 1 0 0 0 1  0 0 0.0997546 0 0 0
4.32 16.7233 0 -0.488456 1 0 0 0 1 0 0 0 1  0 0 0.100373 0 0 0
4.33 16.7233 0 -0.487428 1 0 0 0 1 0 0 0 1  0 0 0.103592 0 0 0
4.34 16.7233 0 -0.486432 1 0 0 0 1 0 0 0 1  0 0 0.0998925 0 0 0
4.35 16.7233 0 -0.485415 1 0 0 0 1 0 0 0 1  0 0 0.101502 0 0 0
4.36 16.7233 0 -0.484393 1 0 0 0 1 0 0 0 1  0 0 0.102639 0 0 0
4.37 16.7233 0 -0.483392 1 0 0 0 1 0 0 0 1  0 0 0.099938 0 0 0
4.38 16.7233 0 -0.482351 1 0 0 0 1 0 0 0 1  0 0 0.104316 0 0 0
4.39 16.7233 0 -0.481353 1 0 0 0 1 0 0 0 1  0 0 0.0998778 0 0 0
4.4 16.7233 0 -0.480318 1 0 0 0 1 0 0 0 1  0 0 0.103348 0 0 0
4.41 16.7233 0 -0.479305 1 0 0 0 1 0 0 0 1  0 0 0.101468 0 0 0
4.42 16.7233 0 -0.478287 1 0 0 0 1 0 0 0 1  0 0 0.101644 0 0 0
4.43 16.7233 0 -0.477262 1 0 0 0 1 0 0 0 1  0 0 0.10265 0 0 0
4.44 16.7233 0 -0.476249 1 0 0 0 1 0 0 0 1  0 0 0.101279 0 0 0
4.45 16.7233 0 -0.475224 1 0 0 0 1 0 0 0 1  0 0 0.102436 0 0 0
4.46 16.7233 0 -0.474204 1 0 0 0 1 0 0 0 1  0 0 0.102239 0 0 0
4.47 16.7233 0 -0.473183 1 0 0 0 1 0 0 0 1  0 0 0.102119 0 0 0
4.48 16.7233 0 -0.472153 1 0 0 0 1 0 0 0 1  0 0 0.103202 0 0 0
4.49 16.7233 0 -0.471133 1 0 0 0 1 0 0 0 1  0 0 0.102137 0 0 0
4.5 16.7233 0 -0.470101 1 0 0 0 1 0 0 0 1  0 0 0.103182 0 0 0
4.51 16.7233 0 -0.469049 1 0 0 0 1 0 0 0 1  0 0 0.105925 0 0 0
4.52 16.7233 0 -0.468043 1 0 0 0 1 0 0 0 1  0 0 0.100301 0 0 0
4.53 16.7233 0 -0.467007 1 0 0 0 1 0 0 0 1  0 0 0.103128 0 0 0
4.54 16.7233 0 -0.465975 1 0 0 0 1 0 0 0 1  0 0 0.103714 0 0 0
4.55 16.7233 0 -0.464978 1 0 0 0 1 0 0 0 1  0 0 0.0991384 0 0 0
4.56 16.7233 0 -0.463939 1 0 0 0 1 0 0 0 1  0 0 0.103721 0 0 0
4.57 16.7233 0 -0.462948 1 0 0 0 1 0 0 0 1  0 0 0.0989398 0 0 0
4.58 16.7233 0 -0.461936 1 0 0 0 1 0 0 0 1  0 0 0.100757 0 0 0
4.59 16.7233 0 -0.460936 1 0 0 0 1 0 0 0 1  0 0 0.099912 0 0 0
4.6 16.7233 0 -0.45995 1 0 0 0 1 0 0 0 1  0 0 0.0981699 0 0 0
4.61 16.7233 0 -0.458953 1 0 0 0 1 0 0 0 1  0 0 0.0994785 0 0 0
4.62 16.7233 0 -0.457977 1 0 0 0 1 0 0 0 1  0 0 0.0973671 0 0 0
4.63 16.7233 0 -0.456996 1 0 0 0 1 0 0 0 1  0 0 0.0977523 0 0 0
4.64 16.7233 0 -0.456021 1 0 0 0 1 0 0 0 1  0 0 0.0974596 0 0 0
4.65 16.7233 0 -0.455046 1 0 0 0 1 0 0 0 1  0 0 0.0974478 0 0 0
4.66 16.7233 0 -0.454076 1 0 0 0 1 0 0 0 1  0 0 0.0969657 0 0 0
4.67 16.7233 0 -0.453107 1 0 0 0 1 0 0 0 1  0 0 0.0967155 0 0 0
4.68 16.7233 0 -0.452142 1 0 0 0 1 0 0 0 1  0 0 0.0964718 0 0 0
4.69 16.7233 0 -0.451158 1 0 0 0 1 0 0 0 1  0 0 0.0987287 0 0 0
4.7 16.7233 0 -0.450223 1 0 0 0 1 0 0 0 1  0 0 0.0931145 0 0 0
4.71 16.7233 0 -0.449261 1 0 0 0 1 0 0 0 1  0 0 0.095668 0 0 0
4.72 16.7233 0 -0.448324 1 0 0 0 1 0 0 0 1  0 0 0.0936317 0 0 0
4.73 16.7233 0 -0.447397 1 0 0 0 1 0 0 0 1  0 0 0.091972 0 0 0
4.74 16.7233 0 -0.446465 1 0 0 0 1 0 0 0 1  0 0 0.0928406 0 0 0
4.75 16.7233 0 -0.445564 1 0 0 0 1 0 0 0 1  0 0 0.0896532 0 0 0
4.76 16.7233 0 -0.444654 1 0 0 0 1 0 0 0 1  0 0 0.0903556 0 0 0
4.77 16.7233 0 -0.443765 1 0 0 0 1 0 0 0 1  0 0 0.0885621 0 0 0
4.78 16.7233 0 -0.442883 1 0 0 0 1 0 0 0 1  0 0 0.0876008 0 0 0
4.79 16.7233 0 -0.442009 1 0 0 0 1 0 0 0 1  0 0 0.0869745 0 0 0
4.8 16.7233 0 -0.44115 1 0 0 0 1 0 0 0 1  0 0 0.0852912 0 0 0
4.81 16.7233 0 -0.440297 1 0 0 0 1 0 0 0 1  0 0 0.0848005 0 0 0
4.82 16.7233 0 -0.439457 1 0 0 0 1 0 0 0 1  0 0 0.0834512 0 0 0
4.83 16.7233 0 -0.438625 1 0 0 0 1 0 0 0 1  0 0 0.0827146 0 0 0
4.84 16.7233 0 -0.437803 1 0 0 0 1 0 0 0 1  0 0 0.0816991 0 0 0
4.85 16.7233 0 -0.436991 1 0 0 0 1 0 0 0 1  0 0 0.0807405 0 0 0
4.86 16.7233 0 -0.436183 1 0 0 0 1 0 0 0 1  0 0 0.0805489 0 0 0
4.87 16.7233 0 -0.435382 1 0 0 0 1 0 0 0 1  0 0 0.0798985 0 0 0
4.88 16.7233 0 -0.434588 1 0 0 0 1 0 0 0 1  0 0 0.0790757 0 0 0
4.89 16.7233 0 -0.433812 1 0 0 0 1 0 0 0 1  0 0 0.0770618 0 0 0
4.9 16.7233 0 -0.433011 1 0 0 0 1 0 0 0 1  0 0 0.0801396 0 0 0
4.91 16.7233 0 -0.432273 1 0 0 0 1 0 0 0 1  0 0 0.0730894 0 0 0
4.92 16.7233 0 -0.431492 1 0 0 0 1 0 0 0 1  0 0 0.0773863 0 0 0
4.93 16.7233 0 -0.430762 1 0 0 0 1 0 0 0 1  0 0 0.0728021 0 0 0
4.94 16.7233 0 -0.430028 1 0 0 0 1 0 0 0 1  0 0 0.0724305 0 0 0
4.95 16.7233 0 -0.429301 1 0 0 0 1 0 0 0 1  0 0 0.0722914 0 0 0
4.96 16.7233 0 -0.428608 1 0 0 0 1 0 0 0 1  0 0 0.0685697 0 0 0
4.97 16.7233 0 -0.427903 1 0 0 0 1 0 0 0 1  0 0 0.069835 0 0 0
4.98 16.7233 0 -0.427233 1 0 0 0 1 0 0 0 1  0 0 0.0664068 0 0 0
4.99 16.7233 0 -0.426564 1 0 0 0 1 0 0 0 1  0 0 0.0660003 0 0 0
5 16.7233 0 -0.425909 1 0 0 0 1 0 0 0 1  0 0 0.0650783 0 0 0
5.01 16.7233 0 -0.425277 1 0 0 0 1 0 0 0 1  0 0 0.0623573 0 0 0
5.02 16.7233 0 -0.424646 1 0 0 0 1 0 0 0 1  0 0 0.0624628 0 0 0
5.03 16.7233 0 -0.424039 1 0 0 0 1 0 0 0 1  0 0 0.060022 0 0 0
5.04 16.7233 0 -0.423441 1 0 0 0 1 0 0 0 1  0 0 0.0590709 0 0 0
5.05 16.7233 0 -0.422856 1 0 0 0 1 0 0 0 1  0 0 0.0578965 0 0 0
5.06 16.7233 0 -0.422289 1 0 0 0 1 0 0 0 1  0 0 0.0559762 0 0 0
5.07 16.7233 0 -0.421728 1 0 0 0 1 0 0 0 1  0 0 0.0553476 0 0 0
5.08 16.7233 0 -0.421187 1 0 0 0 1 0 0 0 1  0 0 0.053442 0 0 0
5.09 16.7233 0 -0.420657 1 0 0 0 1 0 0 0 1  0 0 0.0522745 0 0 0
5.1 16.7233 0 -0.420142 1 0 0 0 1 0 0 0 1  0 0 0.0508553 0 0 0
5.11 16.7233 0 -0.419641 1 0 0 0 1 0 0 0 1  0 0 0.0493593 0 0 0
5.12 16.7233 0 -0.419154 1 0 0 0 1 0 0 0 1  0 0 0.048002 0 0 0
5.13 16.7233 0 -0.418681 1 0 0 0 1 0 0 0 1  0 0 0.0466218 0 0 0
5.14 16.7233 0 -0.418222 1 0 0 0 1 0 0 0 1  0 0 0.0451564 0 0 0
5.15 16.7233 0 -0.417777 1 0 0 0 1 0 0 0 1  0 0 0.0438052 0 0 0
5.16 16.7233 0 -0.417347 1 0 0 0 1 0 0 0 1  0 0 0.0423218 0 0 0
5.17 16.7233 0 -0.416922 1 0 0 0 1 0 0 0 1  0 0 0.0419375 0 0 0
5.18 16.7233 0 -0.416524 1 0 0 0 1 0 0 0 1  0 0 0.0390972 0 0 0
5.19 16.7233 0 -0.416147 1 0 0 0 1 0 0 0 1  0 0 0.0365068 0 0 0
5.2 16.7233 0 -0.415727 1 0 0 0 1 0 0 0 1  0 0 0.0419881 0 0 0
5.21 16.7233 0 -0.415436 1 0 0 0 1 0 0 0 1  0 0 0.0275422 0 0 0
5.22 16.7233 0 -0.415024 1 0 0 0 1 0 0 0 1  0 0 0.0404422 0 0 0
5.23 16.7233 0 -0.414756 1 0 0 0 1 0 0 0 1  0 0 0.0264413 0 0 0
5.24 16.7233 0 -0.414412 1 0 0 0 1 0 0 0 1  0 0 0.0330991 0 0 0
5.25 16.7233 0 -0.414124 1 0 0 0 1 0 0 0 1  0 0 0.0287741 0 0 0
5.26 16.7233 0 -0.413857 1 0 0 0 1 0 0 0 1  0 0 0.0253653 0 0 0
5.27 16.7233 0 -0.413565 1 0 0 0 1 0 0 0 1  0 0 0.0287404 0 0 0
5.28 16.7233 0 -0.413341 1 0 0 0 1 0 0 0 1  0 0 0.0216703 0 0 0
5.29 16.7233 0 -0.413085 1 0 0 0 1 0 0 0 1  0 0 0.0246589 0 0 0
5.3 16.7233 0 -0.412873 1 0 0 0 1 0 0 0 1  0 0 0.0206742 0 0 0
5.31 16.7233 0 -0.412668 1 0 0 0 1 0 0 0 1  0 0 0.0195376 0 0 0
5.32 16.7233 0 -0.41247 1 0 0 0 1 0 0 0 1  0 0 0.0191546 0 0 0
5.33 16.7233 0 -0.412305 1 0 0 0 1 0 0 0 1  0 0 0.0156745 0 0 0
5.34 16.7233 0 -0.412138 1 0 0 0 1 0 0 0 1  0 0 0.0159097 0 0 0
5.35 16.7233 0 -0.412 1 0 0 0 1 0 0 0 1  0 0 0.0130309 0 0 0
5.36 16.7233 0 -0.411873 1 0 0 0 1 0 0 0 1  0 0 0.0118539 0 0 0
